event_month,county,program,total_services,avg_risk_score,avg_social_need,total_prior_utilization,target_next_month_demand,record_count
2025-03-01,Riverside,Enrollment_Support,97,0.3162375291852914,0.4390058889295598,36,834.6531753985042,29
2025-03-01,Riverside,Preventive_Care,65,0.34043895818012687,0.4685873702940642,37,651.2164150988011,22
2025-03-01,Riverside,Telehealth,118,0.34258506804246447,0.46219836485061633,66,1168.52419586793,37
2025-03-01,San Bernardino,Clinic_Access,85,0.36629262117862366,0.4872942202867172,52,827.3393631633184,26
2025-03-01,San Bernardino,Enrollment_Support,73,0.3147199355935107,0.37129889154512385,42,683.7975789435379,21
2025-03-01,San Bernardino,Preventive_Care,61,0.33132366207456554,0.4902118593201931,50,734.1815554365882,24
2025-03-01,San Bernardino,Telehealth,79,0.3307840847725831,0.45317045246267906,45,795.231493590521,26
2025-03-01,San Diego,Clinic_Access,93,0.2521924004610832,0.46679694751174233,47,918.9436604942732,30
2025-03-01,San Diego,Enrollment_Support,132,0.34057918871405196,0.41446917900309166,71,1181.7378740882893,37
2025-03-01,San Diego,Preventive_Care,101,0.328194199675627,0.4317786677305494,51,906.1036127418971,28
2025-03-01,San Diego,Telehealth,104,0.3284858165583342,0.4709828531711262,46,1003.1919444852,33
2025-04-01,Los Angeles,Clinic_Access,68,0.2747797775452352,0.476948688550592,37,701.6308908483473,22
2025-04-01,Los Angeles,Enrollment_Support,99,0.30940871248426216,0.4786885601100447,59,1051.7969728755047,33
2025-04-01,Los Angeles,Preventive_Care,100,0.321530980871085,0.45177109356943457,76,1025.1537112082276,31
2025-04-01,Los Angeles,Telehealth,79,0.33797304758968705,0.45352403306190797,30,664.9957884762031,23
2025-04-01,Orange,Clinic_Access,80,0.28816261517347425,0.467348197716606,50,845.9091903642194,26
2025-04-01,Orange,Enrollment_Support,89,0.2655962588847114,0.40883217861980553,42,790.2922289885774,26
2025-04-01,Orange,Preventive_Care,97,0.32734970359675636,0.45884431014215277,57,943.8056070224063,31
2025-04-01,Orange,Telehealth,75,0.2841545028631351,0.49923496516240334,42,755.7014968280888,25
2025-04-01,Riverside,Clinic_Access,102,0.33509253065902284,0.46368752967493776,34,871.3373054020138,29
2025-04-01,Riverside,Enrollment_Support,112,0.3247910829485882,0.5118392527411987,56,1074.4232280965132,34
2025-04-01,Riverside,Preventive_Care,107,0.28307060433558034,0.43965312146099644,66,1069.9705614317907,34
2025-04-01,Riverside,Telehealth,97,0.27992565962869276,0.4579056267387453,48,896.982523063852,30
2025-04-01,San Bernardino,Clinic_Access,58,0.2808936722592292,0.4788912118792668,33,597.6331741265461,19
2025-04-01,San Bernardino,Enrollment_Support,94,0.3480645834265888,0.4505315940181664,41,802.2363587339095,24
2025-04-01,San Bernardino,Preventive_Care,99,0.35129696661617393,0.4354190938282756,57,992.1832959428353,32
2025-04-01,San Bernardino,Telehealth,107,0.347826430477545,0.47902148587233495,69,1101.7888444282419,36
2025-04-01,San Diego,Clinic_Access,103,0.30229647123771625,0.4863270341924528,55,1034.162296843439,32
2025-04-01,San Diego,Enrollment_Support,72,0.2852196573372371,0.4574009146674332,46,718.375474561084,22
2025-04-01,San Diego,Preventive_Care,56,0.2856273660782519,0.402356484169338,45,670.0710065521553,23
2025-04-01,San Diego,Telehealth,78,0.33366567089995725,0.40217204966590925,41,744.6145395280307,25
2025-05-01,Los Angeles,Clinic_Access,82,0.29513668591074593,0.4139519691055638,58,855.2782436901157,28
2025-05-01,Los Angeles,Enrollment_Support,102,0.34191755900130416,0.4551152737654742,57,961.2755539257324,30
2025-05-01,Los Angeles,Preventive_Care,71,0.21865835515422544,0.4299261928407824,46,692.487923030786,23
2025-05-01,Los Angeles,Telehealth,113,0.31143177462482213,0.4474773390410921,77,1160.0986210566982,35
2025-05-01,Orange,Clinic_Access,61,0.35904184790907007,0.45832138848710513,41,592.1545534333912,18
2025-05-01,Orange,Enrollment_Support,117,0.2923629083176427,0.45469008953776985,60,1058.8278971652853,35
2025-05-01,Orange,Preventive_Care,87,0.2778802062495048,0.3862140219132189,47,838.2092603261673,28
2025-05-01,Orange,Telehealth,94,0.32516817585946617,0.44542063101258045,49,902.274340658667,30
2025-05-01,Riverside,Clinic_Access,73,0.32545104891710835,0.5000451153842422,53,827.1208513760273,26
2025-05-01,Riverside,Enrollment_Support,107,0.2621646985061843,0.45647022702833645,47,919.3226968814213,30
2025-05-01,Riverside,Preventive_Care,100,0.33421469460714026,0.44002499944179196,57,930.5633380023808,30
2025-05-01,Riverside,Telehealth,103,0.2781878260977902,0.41199907226926474,45,931.5798869409583,29
2025-05-01,San Bernardino,Clinic_Access,76,0.276281840080931,0.4739277731828357,51,783.1191754233728,24
2025-05-01,San Bernardino,Enrollment_Support,81,0.28493391279986185,0.46447282109292687,48,797.4335334221507,28
2025-05-01,San Bernardino,Preventive_Care,67,0.34417343673097944,0.5158045172734399,52,729.2579283346433,21
2025-05-01,San Bernardino,Telehealth,76,0.3317764798545275,0.4025338246549453,32,725.1444291782611,25
2025-05-01,San Diego,Clinic_Access,91,0.35485640335330204,0.4844718433552218,54,972.8466500724932,30
2025-05-01,San Diego,Enrollment_Support,102,0.30967131666441056,0.43629034547633566,61,968.2022500433291,30
2025-05-01,San Diego,Preventive_Care,95,0.30602806664917565,0.4496080059976112,69,1071.955262901136,33
2025-05-01,San Diego,Telehealth,102,0.28594813579973455,0.4021584357419565,35,852.0449180926679,28
2025-06-01,Los Angeles,Clinic_Access,106,0.2818826265116657,0.4505176642454909,53,979.1829414178184,31
2025-06-01,Los Angeles,Enrollment_Support,99,0.32548014956829363,0.4625997759898775,59,1041.2454635663646,34
2025-06-01,Los Angeles,Preventive_Care,100,0.3283909974910936,0.4616978105456256,55,977.3042330685663,31
2025-06-01,Los Angeles,Telehealth,121,0.25620056862830476,0.45261878828533153,69,1141.306747611517,36
2025-06-01,Orange,Clinic_Access,108,0.2657837161283932,0.49126868716455097,54,1047.0098957387104,34
2025-06-01,Orange,Enrollment_Support,93,0.3337506970292084,0.4619944879174624,57,879.5845032349544,26
2025-06-01,Orange,Preventive_Care,124,0.23851960903983105,0.3710243935086102,61,978.4637350430768,31
2025-06-01,Orange,Telehealth,95,0.3237012508744291,0.37679962848647797,39,780.751694022827,25
2025-06-01,Riverside,Clinic_Access,98,0.2477237271876333,0.47828832380795205,47,942.6439694374909,32
2025-06-01,Riverside,Enrollment_Support,89,0.2598457893870652,0.41779291933782386,62,884.2876794225471,28
2025-06-01,Riverside,Preventive_Care,99,0.34043408472639763,0.42481865741684227,48,947.9138438479911,30
2025-06-01,Riverside,Telehealth,95,0.32873435718787697,0.4562325777585218,63,1012.0707870200157,33
2025-06-01,San Bernardino,Clinic_Access,104,0.3140503129825593,0.4817724496632281,65,1032.916174650422,32
2025-06-01,San Bernardino,Enrollment_Support,77,0.3433074042785013,0.45980850089038106,48,841.3455412196888,28
2025-06-01,San Bernardino,Preventive_Care,84,0.3183560200942378,0.38842751658981217,46,783.5751581912942,26
2025-06-01,San Bernardino,Telehealth,110,0.3472897813094341,0.4779276072813632,47,1074.7689184723931,35
2025-06-01,San Diego,Clinic_Access,94,0.35979302114204975,0.479230690019347,49,934.1840417047254,30
2025-06-01,San Diego,Enrollment_Support,102,0.40399760918890626,0.5212793057612669,58,956.0639189176131,27
2025-06-01,San Diego,Preventive_Care,85,0.2663048342352997,0.5205217551153433,56,887.628731123968,28
2025-06-01,San Diego,Telehealth,75,0.3021225410836011,0.4668920081470728,46,752.594722772681,23
2025-07-01,Los Angeles,Clinic_Access,59,0.31656355639024303,0.46608095058929444,27,549.6068141780136,18
2025-07-01,Los Angeles,Enrollment_Support,89,0.3378373890938697,0.4361366964135452,57,973.471808407103,31
2025-07-01,Los Angeles,Preventive_Care,90,0.32125444012319504,0.4019565659179834,51,922.6872955510676,30
2025-07-01,Los Angeles,Telehealth,104,0.26840219005950966,0.46497458204726605,58,1015.3438377104412,31
2025-07-01,Orange,Clinic_Access,84,0.3208443800653663,0.4537533981736296,41,806.6455810346107,26
2025-07-01,Orange,Enrollment_Support,67,0.32139602834398495,0.44798772717609786,51,756.1685809103798,24
2025-07-01,Orange,Preventive_Care,77,0.28664950715622284,0.42034172574604517,29,635.7741954521659,22
2025-07-01,Orange,Telehealth,74,0.3702644887526195,0.4068259882405724,52,865.8607367560935,29
2025-07-01,Riverside,Clinic_Access,72,0.3053197689014308,0.4603594978124236,40,747.1982451633589,23
2025-07-01,Riverside,Enrollment_Support,80,0.30125369136572855,0.5155983392997432,53,815.0947341094897,25
2025-07-01,Riverside,Preventive_Care,49,0.31023370706277076,0.35203938759063325,33,492.84829984852416,17
2025-07-01,Riverside,Telehealth,65,0.2963217272449183,0.47300363193488865,51,728.5133026547285,23
2025-07-01,San Bernardino,Clinic_Access,71,0.3483585446731317,0.4840531958581898,41,762.8893526708871,24
2025-07-01,San Bernardino,Enrollment_Support,98,0.3624775146704976,0.4341654442775241,49,860.8419918637239,25
2025-07-01,San Bernardino,Preventive_Care,68,0.24780839935134735,0.45660395406245974,44,721.0916431217645,24
2025-07-01,San Bernardino,Telehealth,85,0.30994212570579927,0.4801719030577371,49,826.4473552148734,25
2025-07-01,San Diego,Clinic_Access,102,0.3000248506966016,0.47719829189703805,39,889.4376274464914,28
2025-07-01,San Diego,Enrollment_Support,83,0.31497937925036074,0.4428402449800704,45,849.9542666180041,28
2025-07-01,San Diego,Preventive_Care,72,0.36026301449104203,0.4816611652098483,45,706.9199224083097,23
2025-07-01,San Diego,Telehealth,76,0.34123628685168084,0.47799648670644945,46,830.2643553302345,26
2025-08-01,Los Angeles,Clinic_Access,66,0.26465881181967144,0.5272635148645979,46,675.6327997661532,20
2025-08-01,Los Angeles,Enrollment_Support,102,0.2777095545262367,0.46053787176562233,66,1027.5319616585534,32
2025-08-01,Los Angeles,Preventive_Care,99,0.3067559727866247,0.418779252499669,64,1021.1768664184937,33
2025-08-01,Los Angeles,Telehealth,85,0.30082036784794447,0.46212182736795615,37,810.7962176477342,26
2025-08-01,Orange,Clinic_Access,121,0.33690584485682773,0.42059141099887937,67,1151.176771461351,36
2025-08-01,Orange,Enrollment_Support,84,0.30530544369775725,0.4503534088241509,55,851.5540790298379,28
2025-08-01,Orange,Preventive_Care,77,0.27858982741059274,0.49827945568249893,42,718.4452818414813,23
2025-08-01,Orange,Telehealth,119,0.31800878817453027,0.44344643967229125,73,1184.3354759822703,38
2025-08-01,Riverside,Clinic_Access,111,0.33391764465571266,0.44243325425913493,50,984.8105479630134,33
2025-08-01,Riverside,Enrollment_Support,98,0.3226201367646335,0.4385655635807764,68,1081.4578705003526,34
2025-08-01,Riverside,Preventive_Care,92,0.3911521855283769,0.4452849367789054,45,872.3736345312498,26
2025-08-01,Riverside,Telehealth,80,0.3700369771732762,0.465336703838498,60,871.2729561394433,26
2025-08-01,San Bernardino,Clinic_Access,64,0.3144020518434829,0.5275481249038182,42,713.748817455436,24
2025-08-01,San Bernardino,Enrollment_Support,91,0.3207690453917229,0.4801457959610799,69,1002.9919239759506,29
2025-08-01,San Bernardino,Preventive_Care,83,0.3360111486705981,0.4331346569098163,43,842.2153006791792,28
2025-08-01,San Bernardino,Telehealth,92,0.31238726749375084,0.4674443459217944,48,848.9468053430248,26
2025-08-01,San Diego,Clinic_Access,104,0.34991132473649444,0.48788182261599855,56,1026.9321838492724,30
2025-08-01,San Diego,Enrollment_Support,116,0.345102676929313,0.4386372122670771,50,1026.104613778532,32
2025-08-01,San Diego,Preventive_Care,74,0.327549141279996,0.42059086125856204,47,758.9202774493277,23
2025-08-01,San Diego,Telehealth,96,0.35219231485683167,0.41057747814804285,54,934.756393804305,30
2025-09-01,Los Angeles,Clinic_Access,71,0.3024741558283707,0.4667037046734096,43,722.6924776190156,23
2025-09-01,Los Angeles,Enrollment_Support,89,0.3163390295415913,0.48554809158199697,55,956.4173445590473,30
2025-09-01,Los Angeles,Preventive_Care,109,0.3180465309383785,0.4390412561209138,67,1063.2532988671824,34
2025-09-01,Los Angeles,Telehealth,117,0.3195272961878619,0.4672892028291454,55,1035.2177135557024,32
2025-09-01,Orange,Clinic_Access,123,0.2880442899687128,0.43488150898313294,69,1199.8191742650836,42
2025-09-01,Orange,Enrollment_Support,71,0.32362173800475763,0.46982233569718074,36,699.9358568888898,23
2025-09-01,Orange,Preventive_Care,100,0.3104774239169238,0.49089233648692665,52,913.7452121880509,27
2025-09-01,Orange,Telehealth,125,0.3111090376331576,0.4276430822828743,65,1163.5119978884345,36
2025-09-01,Riverside,Clinic_Access,82,0.32198523608556145,0.47217557739402977,41,817.6317740777332,28
2025-09-01,Riverside,Enrollment_Support,108,0.2991197784737842,0.4535337940251011,35,988.9697439568841,33
2025-09-01,Riverside,Preventive_Care,70,0.3072842946225117,0.4358182599435478,35,672.3832876305413,23
2025-09-01,Riverside,Telehealth,132,0.3137001021297723,0.4415893924042736,61,1225.9855559917398,39
2025-09-01,San Bernardino,Clinic_Access,94,0.2681308897055569,0.49842100598715355,58,943.9846111997838,30
2025-09-01,San Bernardino,Enrollment_Support,73,0.3278746002037946,0.4407148401982579,44,722.935694861765,23
2025-09-01,San Bernardino,Preventive_Care,69,0.3139654463540722,0.49243173210737934,48,689.411826895651,20
2025-09-01,San Bernardino,Telehealth,81,0.28361632415965904,0.4983159047907423,45,881.8545293377788,28
2025-09-01,San Diego,Clinic_Access,86,0.3399931300221315,0.45285309297387355,47,854.8812394727871,28
2025-09-01,San Diego,Enrollment_Support,78,0.265408110148269,0.40413490221933207,46,805.010794961616,27
2025-09-01,San Diego,Preventive_Care,88,0.3797807649177639,0.39760267954743117,49,887.43845784696,29
2025-09-01,San Diego,Telehealth,86,0.35032587651569813,0.37030864629593563,40,791.7259182128101,28
2025-10-01,Los Angeles,Clinic_Access,86,0.31642560800727254,0.44333170084004664,51,889.5749351596762,30
2025-10-01,Los Angeles,Enrollment_Support,110,0.32282631500728265,0.48631905409921533,59,1109.4813270851116,36
2025-10-01,Los Angeles,Preventive_Care,161,0.2893268698473262,0.42972999310286114,81,1407.6278940114819,44
2025-10-01,Los Angeles,Telehealth,115,0.29512486163679563,0.4341435699003354,71,1115.6357109315782,35
2025-10-01,Orange,Clinic_Access,104,0.32051915040227874,0.4069589413380229,47,951.5681212428372,32
2025-10-01,Orange,Enrollment_Support,130,0.28763353718215595,0.498049768990647,66,1198.0648452676328,37
2025-10-01,Orange,Preventive_Care,82,0.3180212440777496,0.49682925051361454,54,867.6333588671929,26
2025-10-01,Orange,Telehealth,88,0.3482623262014864,0.47017106536191794,46,831.1311248652133,26
2025-10-01,Riverside,Clinic_Access,96,0.349158411833605,0.41257747227687497,58,935.869461099239,30
2025-10-01,Riverside,Enrollment_Support,85,0.3183748279068746,0.4354971493789688,40,778.0014260653658,24
2025-10-01,Riverside,Preventive_Care,90,0.34986509158905266,0.4043335463495567,47,782.1185245962234,24
2025-10-01,Riverside,Telehealth,136,0.32899116509955423,0.44330982359141213,76,1285.4038610825423,40
2025-10-01,San Bernardino,Clinic_Access,102,0.28799745805416865,0.4422135747370023,64,976.0226090277415,32
2025-10-01,San Bernardino,Enrollment_Support,66,0.3170247342538758,0.40755652807740333,30,582.5891420737671,20
2025-10-01,San Bernardino,Preventive_Care,71,0.2925529807563032,0.4823092545327567,25,662.4486824515606,25
2025-10-01,San Bernardino,Telehealth,73,0.26610235055660647,0.4425517916994037,49,764.8536623830386,25
2025-10-01,San Diego,Clinic_Access,77,0.3128488121448205,0.43852364707371483,45,791.1373921306256,26
2025-10-01,San Diego,Enrollment_Support,103,0.30704504220157414,0.4933927079240789,54,955.928227493763,30
2025-10-01,San Diego,Preventive_Care,107,0.33081940021085404,0.45321057204018816,43,987.701619364531,32
2025-10-01,San Diego,Telehealth,119,0.3305565426853277,0.43244710210316706,49,1022.872273503256,34
2025-11-01,Los Angeles,Clinic_Access,70,0.3474701035855611,0.5445756877313069,48,721.7602534023035,21
2025-11-01,Los Angeles,Enrollment_Support,68,0.27591268295569443,0.45819328893113886,49,715.7390990924326,24
2025-11-01,Los Angeles,Preventive_Care,143,0.31650948038856347,0.43596447400922317,75,1173.2016710438986,35
2025-11-01,Los Angeles,Telehealth,83,0.3522428203540434,0.44149492086291786,50,805.3536107847025,26
2025-11-01,Orange,Clinic_Access,64,0.28584585462533624,0.47910527108644796,29,590.0650704955805,19
2025-11-01,Orange,Enrollment_Support,106,0.30290104389855244,0.4523151440161285,66,961.3259165509584,29
2025-11-01,Orange,Preventive_Care,68,0.32191449455070714,0.4636789454994785,32,653.4058013207107,22
2025-11-01,Orange,Telehealth,78,0.31583461788214406,0.432212613824318,33,714.980741110733,23
2025-11-01,Riverside,Clinic_Access,91,0.2960301280285801,0.4508773722179967,59,898.150016492777,29
2025-11-01,Riverside,Enrollment_Support,92,0.27600266949437474,0.48103580995274436,52,816.0669408954469,24
2025-11-01,Riverside,Preventive_Care,105,0.3093714357393744,0.4779636649045766,54,942.1024962576446,28
2025-11-01,Riverside,Telehealth,73,0.3305385442974635,0.455868887995851,33,690.4560272315391,24
2025-11-01,San Bernardino,Clinic_Access,104,0.3190714623241266,0.4078843271102576,46,995.3888105560748,36
2025-11-01,San Bernardino,Enrollment_Support,111,0.3508088284618754,0.4550207738687149,45,895.9488457689566,28
2025-11-01,San Bernardino,Preventive_Care,94,0.29321004984866084,0.40688334073903565,55,937.7935147413411,31
2025-11-01,San Bernardino,Telehealth,78,0.3488710524297581,0.4719267958032645,42,752.9527866515151,23
2025-11-01,San Diego,Clinic_Access,87,0.33557057707570487,0.4282439569754154,46,810.6583308644956,25
2025-11-01,San Diego,Enrollment_Support,81,0.4067634655993901,0.4792273188245905,53,917.5320365298223,28
2025-11-01,San Diego,Preventive_Care,62,0.4151185613014895,0.5108893047083001,28,598.1795324157728,18
2025-11-01,San Diego,Telehealth,114,0.36064684132305047,0.40076485904175957,51,989.8201339324858,31
2025-12-01,Los Angeles,Clinic_Access,113,0.3344902010112146,0.45167210454450146,69,1099.501186697993,33
2025-12-01,Los Angeles,Enrollment_Support,78,0.3001564038282293,0.3985673309594851,40,733.4466331517992,24
2025-12-01,Los Angeles,Preventive_Care,92,0.2941815274689704,0.37840996928985937,34,667.0352718571307,21
2025-12-01,Los Angeles,Telehealth,92,0.29870679521570326,0.45954446776973124,45,852.8001932222353,28
2025-12-01,Orange,Clinic_Access,115,0.3505337868636979,0.4595286040773751,57,1122.7900290953671,35
2025-12-01,Orange,Enrollment_Support,70,0.3379543118759439,0.4741455802319344,54,764.5701555573095,23
2025-12-01,Orange,Preventive_Care,95,0.3006324538353808,0.519425516792042,42,914.6364198837423,28
2025-12-01,Orange,Telehealth,80,0.2753846267387602,0.4806179914743691,48,783.9375434324218,25
2025-12-01,Riverside,Clinic_Access,80,0.3213790804063858,0.4672184742413364,44,849.1179639934768,28
2025-12-01,Riverside,Enrollment_Support,87,0.3291451432146532,0.4691284478145226,44,906.1847273975371,28
2025-12-01,Riverside,Preventive_Care,69,0.32986835650415297,0.49455358140728817,34,645.3221056070043,20
2025-12-01,Riverside,Telehealth,115,0.2648578555673054,0.4402102129717225,50,1026.9311337555403,34
2025-12-01,San Bernardino,Clinic_Access,72,0.26713873018755707,0.3864255458508479,36,655.647414334527,22
2025-12-01,San Bernardino,Enrollment_Support,85,0.341836947640608,0.42502771316887505,46,844.6542204071653,27
2025-12-01,San Bernardino,Preventive_Care,85,0.33208864687342854,0.4708698038451764,45,862.2402312831149,27
2025-12-01,San Bernardino,Telehealth,81,0.336615158709182,0.4248365620139078,42,840.455072189968,27
2025-12-01,San Diego,Clinic_Access,72,0.31818816183569504,0.49513212856425826,44,735.9437819345935,23
2025-12-01,San Diego,Enrollment_Support,80,0.36580885840745087,0.43679220559005616,48,772.6425455364393,23
2025-12-01,San Diego,Preventive_Care,113,0.32056160693322827,0.43486272059848013,61,1085.2565356638802,35
2025-12-01,San Diego,Telehealth,87,0.2616974409543392,0.49138261067344086,61,925.7789041500524,28
2026-01-01,Los Angeles,Clinic_Access,88,0.27365652241864596,0.44067651440934036,40,910.9507020624965,32
2026-01-01,Los Angeles,Enrollment_Support,99,0.3735299738980887,0.4714358131616634,50,855.7376047702262,25
2026-01-01,Los Angeles,Preventive_Care,111,0.31890332651356995,0.4815755537099788,50,974.682674926662,28
2026-01-01,Los Angeles,Telehealth,92,0.2939605823474672,0.46730057459131763,50,943.2363778661685,31
2026-01-01,Orange,Clinic_Access,82,0.33471868284919826,0.4350925190957416,52,833.2665463220411,27
2026-01-01,Orange,Enrollment_Support,107,0.3239517176064716,0.48176986577769126,51,1080.0974357751857,35
2026-01-01,Orange,Preventive_Care,93,0.2922785417169365,0.4425818002000778,46,823.7107747301309,26
2026-01-01,Orange,Telehealth,82,0.34408874069482337,0.4264892461086583,44,776.4157753739694,24
2026-01-01,Riverside,Clinic_Access,35,0.3265976038398328,0.39396148612897325,19,346.62347517530395,12
2026-01-01,Riverside,Enrollment_Support,118,0.2975227278421445,0.4720465449815351,56,1182.2558663456812,37
2026-01-01,Riverside,Preventive_Care,84,0.34380173744322734,0.41092467723780185,63,883.8859286953831,28
2026-01-01,Riverside,Telehealth,69,0.2793062599374399,0.5022327784880489,60,876.2527835706036,28
2026-01-01,San Bernardino,Clinic_Access,86,0.28558976027118593,0.4480929314254801,53,870.4695013648903,28
2026-01-01,San Bernardino,Enrollment_Support,62,0.2870815153439222,0.41111738607383946,47,606.7495460960126,18
2026-01-01,San Bernardino,Preventive_Care,93,0.3358412934047857,0.38669493598555976,64,896.5123667504005,28
2026-01-01,San Bernardino,Telehealth,64,0.2812870025464509,0.4213316117577008,46,703.6219592156359,23
2026-01-01,San Diego,Clinic_Access,79,0.3416245091741971,0.4292587844702418,36,689.6967711782214,21
2026-01-01,San Diego,Enrollment_Support,72,0.34818855551206573,0.527031682384669,24,626.679838609783,20
2026-01-01,San Diego,Preventive_Care,89,0.35523419398788797,0.42752960462445017,54,857.6380868822955,28
2026-01-01,San Diego,Telehealth,100,0.32080324612578276,0.4818178468360318,61,985.29932039756,32
2026-02-01,Los Angeles,Clinic_Access,86,0.3282289193511833,0.39125446883606546,57,864.7448266764425,28
2026-02-01,Los Angeles,Enrollment_Support,87,0.3205996171605191,0.47519003364326273,52,895.1439037483851,28
2026-02-01,Los Angeles,Preventive_Care,60,0.32900653144510295,0.4307669800153664,32,612.3769311194878,19
2026-02-01,Los Angeles,Telehealth,111,0.3238707448839185,0.48189802614825095,67,1082.415417560578,33
2026-02-01,Orange,Clinic_Access,114,0.35217788414468126,0.4581042013508674,63,1141.1307798310545,36
