event_id,event_time,train_id,route_id,latitude,longitude,scheduled_minutes,distance_miles,avg_speed_mph,brake_pressure,engine_temp,vibration_score,weather_severity,route_congestion,cargo_weight_tons,delay_minutes,delay_risk
EVT_00000031,2026-01-07 19:36:00,TRAIN_0008,ROUTE_018,48.38015208763603,-93.48012106044277,189.52712028767687,234.46907397238652,73.06331340521999,109.77023064596978,146.38283788789917,2.2090379710461114,1,0.11344968376429732,5118.444923971285,17.594187387516953,0
EVT_00000032,2026-01-03 18:20:00,TRAIN_0161,ROUTE_004,44.27942228524351,-95.71667447910362,214.29671588814088,30.09791571716594,15.163389103782364,82.97396876280736,164.25299193837893,0.23921101503430683,0,0.21212821706881918,6991.386684059669,17.96217707458114,0
EVT_00000033,2026-01-17 15:18:00,TRAIN_0163,ROUTE_023,34.24078406481324,-104.53292412570285,167.3969117903606,174.08478690404667,58.33205118167167,101.5874451306265,184.85156433461827,2.1606000033688257,4,0.28834260697266045,6358.676540793603,16.194943908832602,0
EVT_00000034,2026-01-27 15:16:00,TRAIN_0100,ROUTE_018,36.232548027256634,-117.62677432805697,261.74371482630477,296.88221412959246,71.57279490662091,70.76360072111446,169.17142108058417,1.8028713771029778,1,0.18861580029836186,4598.439705704462,18.76999731968431,0
EVT_00000035,2026-01-02 21:56:00,TRAIN_0189,ROUTE_002,41.91085791588576,-103.10721401634662,140.34426986537773,209.98835290310723,81.11236013090046,77.43770045558081,210.17984103787032,2.445518529443339,0,0.2374159960644026,8598.707600329337,5.147808491388888,0
EVT_00000036,2026-01-26 17:58:00,TRAIN_0035,ROUTE_022,41.14595598335129,-88.73242616669836,189.78481868864677,229.4330135732825,78.77514522400438,98.14369136258058,198.1242679851072,1.804420305504924,1,0.008827789415835008,7898.116375586523,19.28255086110398,0
EVT_00000037,2026-01-25 19:53:00,TRAIN_0123,ROUTE_016,45.68168421367434,-118.94014471935208,178.38788640003202,20.0,9.23044485754313,88.7699875716164,179.60845165510628,1.7679017189737822,2,0.2515290324823391,7439.160260396226,39.418113130285036,1
EVT_00000038,2026-01-09 07:16:00,TRAIN_0175,ROUTE_019,37.22519212896411,-116.66779907683458,175.48660496504664,188.61971054910785,54.873407277912136,96.45200606387255,126.14192750926595,1.6830247344078375,2,0.2350730434735709,5870.720838322899,17.28423893927079,0
EVT_00000039,2026-01-19 22:47:00,TRAIN_0077,ROUTE_013,32.73639842239494,-101.25439580146191,174.85550243978636,247.061777906177,82.98477940580675,89.83640920884231,157.69340927897198,1.1264697854220733,1,0.45949512155705635,8014.087385187816,24.67945849121837,1
EVT_00000040,2026-01-05 22:57:00,TRAIN_0053,ROUTE_016,34.4123539482485,-107.93294391229034,184.81972635042624,257.2231900318672,85.0,87.5079364319207,161.29944184135834,2.9610495635713305,0,0.18119456692943745,6529.996260542107,17.89389214644331,0
EVT_00000041,2026-01-23 17:49:00,TRAIN_0110,ROUTE_008,44.997762342043266,-70.0,218.15814345586648,296.98845690674915,71.60842842710494,81.83947406190131,156.33460045880017,9.376790712485363,3,0.3737302791457929,7865.851166212038,25.965930295284085,1
EVT_00000042,2026-01-22 00:22:00,TRAIN_0111,ROUTE_011,39.85454366015685,-94.97511897323629,241.99813063236348,203.17937985812574,41.807840081531424,75.67196812883999,179.77053179662312,0.6270445445088372,3,0.41299629433825075,9585.04854164123,28.96147243043664,1
EVT_00000043,2026-01-11 15:15:00,TRAIN_0174,ROUTE_010,43.22298319198467,-102.71236263231174,179.8987389973129,206.74753499006806,68.39866055618062,106.83241547678999,180.28605202588074,0.8686620847167922,3,0.37677362035808476,2601.547523836673,14.067630014442233,0
EVT_00000044,2026-01-03 00:54:00,TRAIN_0070,ROUTE_006,37.36922456064706,-84.24119248447222,216.6892232477235,113.43060564721101,48.47492834513089,108.80770927355857,133.14812829611952,2.9525515611486233,1,0.29093907942111485,8803.829893437625,18.967502736814183,0
EVT_00000045,2026-01-30 02:54:00,TRAIN_0017,ROUTE_026,35.40095701061649,-98.67735725490412,148.4204874179948,203.63827686614417,76.94154543051094,77.5355645430698,195.11495155152878,1.5295263531045047,0,0.29615459210435324,11272.243344791661,8.873042604614056,0
EVT_00000046,2026-01-14 08:53:00,TRAIN_0167,ROUTE_009,42.34562122180407,-98.93166851300353,214.4679953726805,119.07399500817611,37.27457358572102,76.75105077591662,175.4030926581583,1.2980033939706974,3,0.39547542617345705,10097.519196086885,32.780508368416875,1
EVT_00000047,2026-01-27 19:02:00,TRAIN_0012,ROUTE_001,32.417753206047415,-76.00538422341525,145.71038142778545,72.17039041556666,31.79909911186445,85.8267222909349,183.94103533771528,0.36160401218864924,0,0.2175872922755836,8391.377283250997,6.839678474181358,0
EVT_00000048,2026-01-21 08:06:00,TRAIN_0037,ROUTE_013,41.50324649479787,-122.89872884986376,229.07969712396596,133.18565039115373,30.1675040984467,94.08522017835783,193.62065837171312,0.917519560749035,0,0.2946620175842546,9202.18333258829,9.48292979079671,0
EVT_00000049,2026-01-24 08:26:00,TRAIN_0167,ROUTE_021,47.171651763917055,-109.49445585122163,279.4788394826958,340.6947926243177,74.43123240826748,87.81818150451997,155.82575701649586,0.787090172318863,1,0.17366916245127104,5470.712968228575,12.71139412604616,0
EVT_00000050,2026-01-23 19:07:00,TRAIN_0147,ROUTE_022,27.758375879345742,-91.54170302961269,174.50622504128737,198.35510387893788,64.61721774950864,95.99424078297265,206.47264223289548,0.3836263299211542,1,0.47528006223887254,7432.596709208424,22.080933923097927,1
EVT_00000051,2026-01-06 20:08:00,TRAIN_0034,ROUTE_016,34.36224634503027,-109.38047437009608,81.33554291366661,237.59018904186925,85.0,89.40901262866362,171.45516107282066,3.6924924459622472,2,0.3935333822418018,6730.033933051591,13.403727745872253,0
EVT_00000052,2026-01-11 22:00:00,TRAIN_0024,ROUTE_001,38.9423317529457,-109.52902369086642,155.33671800398295,178.9202999041555,55.81916436083658,88.6244263026092,212.81368066417338,2.085518377834897,1,0.1119060821522669,6159.115506647567,4.154695015510686,0
EVT_00000053,2026-01-15 00:02:00,TRAIN_0141,ROUTE_012,36.719095628794506,-88.00501900733775,235.43438104301865,76.7559184438482,19.365608573335837,118.95694484123842,152.65168911797062,8.789654282675539,0,0.29965334242017794,8778.93763907035,25.151891906694825,1
EVT_00000054,2026-01-15 22:24:00,TRAIN_0126,ROUTE_020,38.419854428733416,-106.03549667985806,204.88845541613603,294.8890499943766,85.0,83.69756098085632,210.95616517327227,2.254506928185954,1,0.36005760374336687,6644.509842119972,8.89863599781809,0
EVT_00000055,2026-01-02 07:32:00,TRAIN_0183,ROUTE_027,49.0,-93.49605986758431,191.20111194037634,46.2241488115529,14.964807869531318,109.67936271389456,152.40039939081106,0.6804036860475774,2,0.5107164437820327,3662.233500298106,18.54412453106077,0
EVT_00000056,2026-01-17 09:31:00,TRAIN_0098,ROUTE_020,35.78432255293968,-100.9614803542489,225.39007601796777,175.6165858566673,55.47410245020239,107.36235681217036,238.71953216513975,2.412173382124858,2,0.44864337352623085,7789.234559746808,23.610426279107504,1
EVT_00000057,2026-01-05 15:05:00,TRAIN_0049,ROUTE_023,37.98634355551928,-93.7208608761832,201.80040476617899,215.6308095319951,68.7547237375714,96.04912207901579,151.20415591539754,2.792874686358579,0,0.31622775578964485,6950.073786615092,7.360028427864844,0
EVT_00000058,2026-01-23 07:13:00,TRAIN_0011,ROUTE_027,34.10510607950258,-99.09564044067615,234.79763343530112,238.43917147438842,60.454225275787415,66.88641796260569,201.4146680113848,1.2056713026071033,0,0.092130489585923,8247.637422557198,3.874999727074915,0
EVT_00000059,2026-01-21 11:47:00,TRAIN_0188,ROUTE_019,32.01333080816859,-87.88043232120768,221.37406544911434,161.88243163769042,38.85231280847769,90.37268988435554,165.94014440768746,2.7309725843955293,0,0.2805829876805889,6262.513305354529,20.384088800559333,1
EVT_00000060,2026-01-28 16:13:00,TRAIN_0021,ROUTE_016,41.22693940251933,-86.50883644844524,248.47652037316314,72.96308135560204,13.728395537732773,83.82366291125344,192.87555959166372,2.68285637823636,2,0.28281660086772326,3898.933007992976,27.668377666703215,1
EVT_00000061,2026-01-23 08:13:00,TRAIN_0162,ROUTE_013,30.921928794413855,-106.31188892226342,196.14582377578145,155.91253661316495,35.92876032168444,90.24108829728569,173.9868733218583,0.9679459041492109,1,0.24584300117421934,5246.144909039046,16.757859351404328,0
EVT_00000062,2026-01-11 23:58:00,TRAIN_0125,ROUTE_011,32.510999562196986,-117.30848917815688,220.73667306722797,160.09936099042702,41.38111120062643,77.24439849134541,147.71924061593216,3.097547489777534,1,0.4648373609306037,5352.413143474093,22.190228607783865,1
EVT_00000063,2026-01-30 00:36:00,TRAIN_0137,ROUTE_028,39.22811248717357,-99.59999766653118,166.17928171113965,158.15252038759357,58.269881023548685,99.07509538860063,105.07924606718947,2.3384747560896333,0,0.4078662277108865,5150.251481006316,2.8356372395872445,0
EVT_00000064,2026-01-13 07:48:00,TRAIN_0124,ROUTE_004,41.93830482451633,-104.95081822366738,152.93426347984473,297.6046872166083,85.0,101.81982032533278,237.68958240482232,1.9408952099489458,2,0.4028903367729753,5987.204506228002,23.06531703052318,1
EVT_00000065,2026-01-10 18:35:00,TRAIN_0107,ROUTE_029,34.6644780507002,-106.53375256787055,256.8045438188538,122.91177774886862,32.943759545698086,104.0402916248033,176.82560564037533,2.0909180315682065,2,0.5001634044079362,8309.036061316308,27.466701116663266,1
EVT_00000066,2026-01-28 03:59:00,TRAIN_0135,ROUTE_020,35.303690894212764,-118.77701942581962,189.72921043452095,244.0783419550527,70.26854739145415,85.4138554033856,101.41174805167358,0.6737670176609785,1,0.31419205298818187,4513.772284031465,18.181810437865,0
EVT_00000067,2026-01-12 02:43:00,TRAIN_0045,ROUTE_023,30.830535664370064,-102.87893484325916,216.21962546380706,232.66376297743327,53.048230004767404,77.28689877543871,182.56521516162266,4.778050655173784,0,0.2979491403925348,8589.461875082388,18.30826811058641,0
EVT_00000068,2026-01-03 06:58:00,TRAIN_0191,ROUTE_020,41.54813289969076,-97.49069207689243,185.56830064851255,296.8364061977336,85.0,94.22017699764942,192.23966641324566,1.5112974995255772,1,0.3578972730656069,4714.4775643845105,21.74794846626041,1
EVT_00000069,2026-01-15 02:04:00,TRAIN_0117,ROUTE_013,39.17665826166765,-105.08891208993948,153.6067957086016,209.3494502610455,85.0,111.0728918657849,157.12298041215004,1.393212448034886,3,0.051054958411094496,6313.9798088860825,16.8804009585321,0
EVT_00000070,2026-01-24 20:53:00,TRAIN_0041,ROUTE_024,39.050644018758206,-98.59082806960205,180.49423016620807,283.2904773758047,85.0,90.8326756153624,157.29113655240988,2.4797196132112567,1,0.2600735860681539,6935.856861746751,15.350956612887318,0
EVT_00000071,2026-01-06 16:25:00,TRAIN_0010,ROUTE_030,32.44247229052928,-90.18814935190562,244.61973079954714,206.22238895247216,54.917824809711,95.4275650333452,174.5039538240004,7.95252635444345,2,0.17168293585033823,6460.570533424453,15.131165177804098,0
EVT_00000072,2026-01-14 21:19:00,TRAIN_0148,ROUTE_010,43.0585871546229,-80.97917666692203,204.9858033425741,254.75140212678403,73.11754627608482,87.18091864941603,205.06485576905436,3.1879245746989917,0,0.3831380456834105,8119.372324347559,19.503980477230293,0
EVT_00000073,2026-01-04 21:32:00,TRAIN_0083,ROUTE_002,36.498028026817174,-79.5706392344284,102.98370781212934,99.76471302022075,63.860564229927895,83.95835752925085,177.49900299557567,1.531417788086146,0,0.4823296575768412,6804.870684428314,6.015995800683075,0
EVT_00000074,2026-01-21 14:15:00,TRAIN_0159,ROUTE_013,43.44744269220158,-105.78846841664777,170.31399945407304,20.0,5.0,97.89931126325399,211.58063260856215,2.4576571862546257,0,0.2898394105180655,6717.588141105159,11.443357157660287,0
EVT_00000075,2026-01-15 06:30:00,TRAIN_0129,ROUTE_026,35.720465793333176,-106.99117324490412,260.203220671712,250.20374828526826,70.52768864040085,88.72719879193362,203.28047931325602,2.446430987869135,0,0.04047483813840171,2722.5026525627354,12.684540889957232,0
EVT_00000076,2026-01-10 21:44:00,TRAIN_0190,ROUTE_004,40.63124042235992,-114.58656708040935,170.37914121675198,254.49465008313837,80.72189535972609,94.84227493835196,169.28038064341226,1.9301705208865738,0,0.7564818041229808,7721.356272800762,8.812640954277567,0
EVT_00000077,2026-01-07 19:22:00,TRAIN_0178,ROUTE_009,35.22616319715399,-88.20834160916468,98.97845887196188,258.0401866521506,85.0,96.09008228732434,135.73690602017072,0.70262095335603,1,0.28235209486029145,10381.582767106494,9.814522606105294,0
EVT_00000078,2026-01-17 22:26:00,TRAIN_0150,ROUTE_025,43.80922875375377,-95.79506584142524,265.18719984401446,178.00539881962567,38.097186606333956,94.1702020696669,169.33322903009116,3.256538148366218,0,0.4131389357003888,6114.525193412186,23.906527457503373,1
EVT_00000079,2026-01-21 02:15:00,TRAIN_0039,ROUTE_015,32.952325624977256,-80.9652196958794,210.70766294157568,339.1777801768298,85.0,96.69426383265288,188.16206000987552,1.3192765766225059,2,0.5072896687205852,8188.87687159516,14.384589831837044,0
EVT_00000080,2026-01-29 05:01:00,TRAIN_0139,ROUTE_016,40.50641674388468,-95.82706783805031,176.849421353424,183.20977474103825,60.22907252103284,79.76393120687891,176.49733690948673,1.0392397927423784,0,0.6914628068201909,5517.130559099782,15.231541976800626,0
EVT_00000081,2026-01-14 02:44:00,TRAIN_0009,ROUTE_003,32.89617173888144,-104.68539381776809,163.2862018763069,253.67032157378955,85.0,79.03164772383802,190.86062079228236,1.4322932318264772,0,0.30120703495645806,8773.72046487871,15.11674651207915,0
EVT_00000082,2026-01-05 19:41:00,TRAIN_0038,ROUTE_025,36.86221274879978,-98.58386435878491,228.7058368406281,267.5708980003263,73.856279235058,89.48854072071292,196.585499403743,3.8681429952409294,0,0.6265179209606162,7934.110385314188,3.4339830044501127,0
EVT_00000083,2026-01-25 23:31:00,TRAIN_0001,ROUTE_014,42.19636826843988,-100.60294444898604,155.61074698982134,357.4992127799288,85.0,89.77726415686503,188.27146383539713,1.2967335787090397,0,0.26521636603839455,6340.146122598749,21.482032259703523,1
EVT_00000084,2026-01-19 21:25:00,TRAIN_0178,ROUTE_017,33.29432035517244,-106.63138060083662,231.6715391032195,194.63763041681332,61.672276867479006,83.73212607936446,168.11678614869186,1.7831077125787957,1,0.039631330892498456,6221.570017321719,13.302623241301804,0
EVT_00000085,2026-01-22 00:11:00,TRAIN_0164,ROUTE_007,41.34421906357059,-96.97569072133253,204.39878785759151,167.74456750166777,51.89495268954267,92.8920035569761,187.99708687480032,6.672263104270762,1,0.39677958132801516,8161.6214949244295,13.962783751660318,0
EVT_00000086,2026-01-03 22:00:00,TRAIN_0070,ROUTE_001,42.77730314383823,-108.495216014396,191.01068664693074,100.14836924677414,45.16785448583505,100.89860917000847,230.88710578822347,1.3644717346379767,1,0.7035811864636947,7073.653299978283,22.23533401475843,1
EVT_00000087,2026-01-10 08:54:00,TRAIN_0073,ROUTE_010,28.99284925300957,-81.32099893982709,186.54816624010178,344.18936053299785,85.0,104.25014248984183,137.7530109832247,1.733296199924358,2,0.031902326907564824,4783.530198264206,12.139755227231174,0
EVT_00000088,2026-01-24 00:50:00,TRAIN_0063,ROUTE_006,41.37826811678433,-118.6575693833347,172.12643834786198,253.7128725638832,85.0,106.94714247176587,187.1821866722865,1.9076203911840595,0,0.1389025656441625,4249.500605363029,9.961282832673326,0
EVT_00000089,2026-01-25 23:13:00,TRAIN_0024,ROUTE_017,44.62850697628137,-83.56559660688123,227.05380540941695,256.2448884715442,71.14363375087686,74.22238004331378,220.8000821263933,1.3539796388270862,1,0.6141042975117107,8058.840020806353,17.050927782548516,0
EVT_00000090,2026-01-14 01:21:00,TRAIN_0061,ROUTE_010,35.2585360701194,-104.03078423256464,141.05957255541747,469.3363393059136,85.0,76.04401711549889,145.63525009788899,1.7166716194866358,0,0.5842282107080284,5626.440595550081,19.08891895748829,0
EVT_00000091,2026-01-25 03:25:00,TRAIN_0161,ROUTE_030,34.70266199680369,-125.0,107.01336929264058,246.00357929490394,85.0,86.52425527870024,200.02750229614787,2.082043613062934,0,0.1261166131885263,7063.498420416393,23.692653508524486,1
EVT_00000092,2026-01-26 06:01:00,TRAIN_0022,ROUTE_009,30.870187573336164,-119.59078966838192,207.64980553016136,115.81428759199741,37.489684017513966,90.96343849208851,203.36793111416569,1.3035365601833704,0,0.4675122759173858,8058.569131339626,20.860389898932006,1
EVT_00000093,2026-01-12 14:59:00,TRAIN_0020,ROUTE_007,34.19252124852813,-98.79027298159859,208.40572476302165,204.3277140005619,58.56835580992482,87.13898395371614,138.0788461272784,0.34007246182297657,2,0.36745466021447326,4835.562837412627,21.319308801445416,1
EVT_00000094,2026-01-27 22:37:00,TRAIN_0048,ROUTE_009,44.094477794185785,-103.06338185242247,201.6108518630295,142.01740729210775,45.56766258838796,83.3683280378094,192.80904286045478,0.519873248412042,2,0.22451493192895677,5174.414539284999,15.919634723097337,0
EVT_00000095,2026-01-09 15:35:00,TRAIN_0112,ROUTE_011,36.91254760175534,-93.10499246909995,198.34777663281176,188.33052843337822,63.892696317773094,86.34698111763153,168.21710247097175,1.8547774604403715,0,0.3305621590017108,9920.742863773268,20.06174738058472,1
EVT_00000096,2026-01-08 04:28:00,TRAIN_0181,ROUTE_023,41.49946723905231,-103.10191177428895,165.57568297481035,187.79283177963143,67.86388866590667,95.79976586919004,173.48885508725368,5.238354379980712,0,0.24837032441624488,6257.881040956463,7.853957486886973,0
EVT_00000097,2026-01-21 11:23:00,TRAIN_0130,ROUTE_008,35.87745177599235,-91.0669480148903,215.43672169734864,173.03804871463603,24.640696414077766,74.04453063849562,166.8761318695075,1.5086932100195856,3,0.2925451953472276,8834.20174564484,26.21255002437969,1
EVT_00000098,2026-01-20 02:28:00,TRAIN_0064,ROUTE_023,38.43957750557105,-97.8734662422511,177.94988429604567,108.53739957156824,50.022105064655655,118.12028607104523,207.81722728586578,2.307689156749974,2,0.1681348128629485,11513.083273163958,15.719956711511864,0
EVT_00000099,2026-01-05 04:37:00,TRAIN_0181,ROUTE_016,45.2296159612047,-90.1868430497099,158.079889763317,347.4001306937837,85.0,90.25192252061159,172.19697449001433,4.065045018626345,1,0.3004453176394342,7430.544754443818,7.191579785412008,0
EVT_00000100,2026-01-25 23:34:00,TRAIN_0098,ROUTE_025,45.73358669884045,-87.59980232976224,165.964890948507,243.9078435550715,81.59186945714765,102.6101687307447,163.4171616337342,2.705463229408924,0,0.476113259023536,5448.341705277742,11.775837605967267,0
EVT_00000101,2026-01-06 23:56:00,TRAIN_0087,ROUTE_009,39.764499922703365,-91.91376777427578,270.9287864449124,201.96223722398094,35.733757400326105,83.0399412604259,163.84061216644474,1.8961133933661984,0,0.10119798600934861,7228.652696734714,10.435834620985785,0
EVT_00000102,2026-01-25 03:31:00,TRAIN_0192,ROUTE_014,37.960985791978736,-101.57258503256517,101.92607630795553,280.61102636125946,85.0,96.89219511029722,166.47525110277277,1.7384742073436132,2,0.16520641960931132,6660.190029153945,21.879998791525864,1
EVT_00000103,2026-01-01 05:18:00,TRAIN_0136,ROUTE_006,35.047918470851414,-80.93386883213843,202.49046469331094,257.6853819879513,71.85283703292068,91.20109287394291,148.01161200173658,1.098961487999374,0,0.07333572480822122,7120.8462870410785,6.815540705081526,0
EVT_00000104,2026-01-24 21:43:00,TRAIN_0113,ROUTE_013,43.01046783874742,-98.80922057256389,104.44003075693273,242.0552586193638,85.0,100.28170072665952,163.1966485607631,3.195846619837107,1,0.2400626309478714,8290.76217533556,10.479904693839314,0
