"Customer_id","monetary_value","frequency","recency","RFMClass"
"431","123","315.0","2","5"
"321","124","96.0","5","6"
"444","125","338.0","1","5"
"224","126","18.0","4","5"
"444","127","301.0","1","5"
"444","128","233.0","1","5"
"322","129","134.0","4","5"
"233","130","26.0","2","5"
"444","131","284.0","1","5"
"332","132","143.0","2","5"
"334","133","66.0","2","5"
"333","134","85.0","2","5"
"442","135","267.0","1","5"
"443","136","353.0","1","5"
"332","137","78.0","2","5"
"211","138","28.0","6","5"
"121","139","1.0","5","5"
"343","140","64.0","1","5"
"311","141","79.0","6","5"
"343","142","143.0","1","5"
"234","143","39.0","2","5"
"111","144","2.0","13","5"
"111","145","9.0","8","6"
"132","146","1.0","3","5"
"333","147","82.0","3","5"
"111","148","9.0","8","5"
"321","149","60.0","5","5"
"144","150","15.0","1","5"
"243","151","30.0","1","5"
"342","152","131.0","1","5"
"332","153","92.0","2","5"
"121","154","8.0","5","6"
"243","155","29.0","1","5"
"221","156","22.0","5","6"
"211","157","20.0","19","6"
"232","158","30.0","3","5"
"233","159","30.0","2","5"
"332","160","75.0","2","5"
"232","161","47.0","3","5"
"434","162","198.0","2","5"
"444","163","166.0","1","5"
"342","164","79.0","1","5"
"444","165","358.0","1","5"
"233","166","39.0","2","5"
"111","167","8.0","14","6"
"233","168","50.0","2","5"
"121","169","16.0","5","6"
"134","170","2.0","2","5"
"433","171","311.0","3","5"
"121","172","5.0","4","5"
"444","173","303.0","1","5"
"111","174","8.0","7","6"
"443","175","261.0","1","5"
"434","176","282.0","2","5"
"333","177","73.0","2","5"
"211","178","23.0","11","6"
"111","179","2.0","35","6"
"233","180","40.0","2","5"
"132","181","9.0","3","5"
"444","182","227.0","1","5"
"444","183","316.0","1","5"
"212","184","36.0","6","5"
"223","185","35.0","4","5"
"221","186","21.0","4","5"
"333","187","73.0","3","5"
"443","188","247.0","1","5"
"244","189","40.0","1","5"
"433","190","239.0","2","5"
"111","191","3.0","18","6"
"111","192","4.0","18","5"
"421","193","234.0","4","5"
"134","194","17.0","2","5"
"144","195","8.0","1","5"
"244","196","39.0","1","5"
"233","197","29.0","2","5"
"431","198","190.0","3","6"
"443","199","317.0","1","5"
"333","200","92.0","2","5"
"333","201","109.0","3","5"
"211","202","38.0","11","5"
"333","203","51.0","2","5"
"221","204","19.0","5","6"
"111","205","10.0","9","5"
"212","206","29.0","7","5"
"211","207","29.0","11","5"
"413","208","190.0","6","5"
"344","209","59.0","1","5"
"242","210","22.0","1","5"
"334","211","79.0","2","5"
"444","212","365.0","1","5"
"334","213","58.0","2","5"
"332","214","78.0","3","5"
"211","215","23.0","7","5"
"342","216","52.0","1","5"
"333","217","58.0","2","5"
"211","218","31.0","6","5"
"443","219","278.0","1","5"
"121","220","2.0","4","5"
"322","221","85.0","5","5"
"243","222","29.0","1","5"
"244","223","22.0","1","5"
"111","224","16.0","13","5"
"132","225","15.0","3","5"
"111","226","2.0","23","6"
"444","227","232.0","1","5"
"443","228","276.0","1","5"
"333","229","106.0","2","5"
"431","230","212.0","3","5"
"211","231","23.0","13","6"
"111","232","11.0","7","6"
"122","233","4.0","4","5"
"132","234","10.0","2","5"
"343","235","57.0","1","5"
"321","236","59.0","5","5"
"331","237","90.0","2","5"
"311","238","67.0","10","6"
"242","239","33.0","1","5"
"443","240","239.0","1","5"
"232","241","24.0","3","5"
"344","242","115.0","1","5"
"232","243","25.0","3","5"
"311","244","128.0","6","5"
"343","245","130.0","1","5"
"221","246","34.0","5","5"
"132","247","5.0","2","5"
"211","248","22.0","13","6"
"443","249","155.0","1","5"
"323","250","107.0","4","5"
"143","251","3.0","1","5"
"444","252","335.0","1","5"
"432","253","322.0","2","5"
"431","254","149.0","2","5"
"123","255","11.0","5","5"
"111","256","17.0","8","6"
"122","257","11.0","5","5"
"242","258","19.0","1","5"
"244","259","30.0","1","5"
"144","260","11.0","1","5"
"111","261","1.0","12","6"
"111","262","8.0","10","6"
"434","263","325.0","2","5"
"444","264","359.0","1","5"
"343","265","58.0","1","5"
"111","266","7.0","6","6"
"422","267","151.0","4","5"
"111","268","10.0","6","5"
"444","269","330.0","1","5"
"133","270","5.0","2","5"
"111","271","12.0","7","5"
"212","272","25.0","6","5"
"211","273","42.0","13","4"
"312","274","52.0","9","5"
"122","275","1.0","4","5"
"111","276","15.0","27","6"
"111","277","4.0","31","6"
"111","278","4.0","20","6"
"111","279","8.0","7","5"
"211","280","28.0","6","5"
"444","281","372.0","1","5"
"341","282","114.0","1","6"
"232","283","26.0","2","5"
"443","284","206.0","1","5"
"212","285","28.0","6","5"
"312","286","121.0","6","5"
"332","287","70.0","2","5"
"123","288","7.0","4","5"
"222","289","21.0","5","5"
"111","290","8.0","6","6"
"332","291","80.0","2","5"
"244","292","20.0","1","5"
"334","293","64.0","2","5"
"111","294","7.0","10","5"
"111","295","15.0","14","6"
"443","296","292.0","1","5"
"211","297","30.0","16","5"
"111","298","3.0","26","6"
"322","299","97.0","4","5"
"211","300","23.0","17","6"
"142","301","1.0","1","5"
"121","302","9.0","5","6"
"343","303","106.0","1","5"
"132","304","4.0","2","5"
"432","305","151.0","3","5"
"344","306","71.0","1","5"
"133","307","5.0","3","5"
"111","308","3.0","29","6"
"211","309","32.0","7","5"
"312","310","85.0","6","5"
"122","311","4.0","5","5"
"122","312","5.0","4","5"
"443","313","371.0","1","5"
"211","314","28.0","7","5"
"111","315","11.0","9","6"
"322","316","71.0","4","5"
"343","317","114.0","1","5"
"211","318","24.0","14","4"
"444","319","180.0","1","5"
"443","320","234.0","1","5"
"444","321","353.0","1","5"
"432","322","315.0","2","5"
"444","323","333.0","1","5"
"444","324","372.0","1","5"
"332","325","78.0","2","5"
"343","326","64.0","1","5"
"333","327","134.0","2","5"
"311","328","52.0","10","6"
"111","329","2.0","11","6"
"111","330","1.0","224","4"
"111","331","4.0","8","6"
"344","332","129.0","1","5"
"341","333","81.0","1","6"
"111","334","4.0","11","4"
"421","335","236.0","5","5"
"421","336","250.0","4","5"
"344","337","87.0","1","5"
"111","338","16.0","19","6"
"331","339","117.0","2","5"
"332","340","52.0","3","5"
"131","341","8.0","2","5"
"333","342","138.0","2","5"
"441","343","317.0","1","5"
"111","344","4.0","7","6"
"442","345","239.0","1","5"
"442","346","211.0","1","5"
"342","347","60.0","1","5"
"112","348","17.0","6","5"
"212","349","20.0","7","5"
"211","350","21.0","12","6"
"222","351","21.0","5","5"
"111","352","5.0","6","5"
"112","353","2.0","8","5"
"133","354","9.0","2","5"
"133","355","3.0","2","5"
"133","356","10.0","3","5"
"344","357","65.0","1","5"
"443","358","192.0","1","5"
"444","359","374.0","1","5"
"443","360","257.0","1","5"
"433","361","335.0","2","5"
"332","362","53.0","2","5"
"243","363","19.0","1","5"
"434","364","360.0","3","5"
"131","365","10.0","3","6"
"433","366","184.0","2","5"
"233","367","37.0","3","5"
"433","368","168.0","2","5"
"433","369","261.0","3","5"
"244","370","45.0","1","5"
"344","371","102.0","1","5"
"432","372","148.0","2","5"
"333","373","96.0","2","5"
"444","374","281.0","1","5"
"432","375","178.0","2","5"
"122","376","3.0","4","5"
"444","377","214.0","1","5"
"332","378","71.0","3","5"
"321","379","75.0","5","5"
"343","380","60.0","1","5"
"112","381","3.0","8","5"
"133","382","6.0","3","5"
"112","383","3.0","6","5"
"434","384","322.0","3","5"
"211","385","38.0","7","6"
"444","386","262.0","1","5"
"233","387","32.0","2","5"
"443","388","145.0","1","5"
"443","389","283.0","1","5"
"321","390","59.0","4","5"
"444","391","173.0","1","5"
"232","392","34.0","2","5"
"111","393","3.0","16","6"
"411","394","144.0","6","5"
"111","395","5.0","26","6"
"332","396","70.0","2","5"
"311","397","66.0","9","5"
"233","398","29.0","2","5"
"423","399","267.0","4","5"
"242","400","22.0","1","5"
"232","401","31.0","2","5"
"344","402","97.0","1","5"
"433","403","290.0","2","5"
"311","404","108.0","9","5"
"322","405","79.0","5","5"
"444","406","373.0","1","5"
"111","407","8.0","8","5"
"432","408","211.0","2","5"
"333","409","52.0","2","5"
"344","410","138.0","1","5"
"232","411","26.0","3","5"
"443","412","283.0","1","5"
"211","413","26.0","10","6"
"412","414","186.0","6","5"
"444","415","366.0","1","5"
"333","416","84.0","2","5"
"433","417","327.0","2","5"
"443","418","282.0","1","5"
"333","419","143.0","2","5"
"331","420","58.0","2","5"
"112","421","4.0","12","5"
"232","422","18.0","3","5"
"223","423","45.0","4","5"
"443","424","276.0","1","5"
"132","425","9.0","2","5"
"222","426","25.0","4","5"
"343","427","88.0","1","5"
"322","428","63.0","4","5"
"332","429","68.0","3","5"
"423","430","214.0","4","5"
"243","431","24.0","1","5"
"433","432","186.0","3","5"
"244","433","31.0","1","5"
"233","434","42.0","3","5"
"434","435","205.0","2","5"
"111","436","9.0","36","4"
"444","437","265.0","1","5"
"233","438","18.0","2","5"
"121","439","12.0","5","5"
"324","440","59.0","4","5"
"211","441","40.0","8","5"
"211","442","23.0","8","5"
"121","443","3.0","5","5"
"121","444","5.0","5","5"
"433","445","149.0","2","5"
"321","446","139.0","5","5"
"343","447","128.0","1","5"
"112","448","8.0","8","5"
"144","449","17.0","1","5"
"111","450","4.0","50","4"
"443","451","161.0","1","5"
"344","452","64.0","1","5"
"322","453","88.0","5","5"
"132","454","5.0","2","5"
"221","455","35.0","5","5"
"334","456","122.0","2","5"
"323","457","78.0","4","5"
"211","458","22.0","20","4"
"223","459","24.0","4","5"
"111","460","2.0","8","5"
"122","461","17.0","5","5"
"122","462","15.0","4","5"
"244","463","26.0","1","5"
"311","464","64.0","8","6"
"222","465","46.0","4","5"
"332","466","131.0","3","5"
"444","467","301.0","1","5"
"233","468","36.0","2","5"
"443","469","288.0","1","5"
"412","470","144.0","11","5"
"111","471","16.0","8","5"
"211","472","31.0","10","6"
"131","473","2.0","3","5"
"112","474","9.0","8","5"
"122","475","6.0","5","5"
"143","476","10.0","1","5"
"111","477","1.0","14","6"
"444","478","306.0","1","5"
"111","479","4.0","12","6"
"134","480","7.0","2","5"
"111","481","8.0","9","5"
"342","482","89.0","1","5"
"144","483","10.0","1","5"
"122","484","3.0","4","5"
"344","485","112.0","1","5"
"123","486","7.0","4","5"
"111","487","4.0","89","6"
"444","488","198.0","1","5"
"442","489","212.0","1","5"
"444","490","156.0","1","5"
"411","491","156.0","12","6"
"233","492","30.0","2","5"
"433","493","240.0","2","5"
"244","494","19.0","1","5"
"132","495","1.0","3","5"
"333","496","74.0","3","5"
"443","497","292.0","1","5"
"111","498","3.0","19","6"
"233","499","31.0","3","5"
"233","500","23.0","2","5"
"223","501","23.0","4","5"
"122","502","4.0","5","5"
"334","503","78.0","2","5"
"212","504","22.0","7","5"
"433","505","196.0","3","5"
"333","506","107.0","3","5"
"111","507","4.0","15","6"
"444","508","318.0","1","5"
"334","509","106.0","3","5"
"111","510","12.0","22","6"
"433","511","174.0","3","5"
"344","512","56.0","1","5"
"434","513","323.0","2","5"
"444","514","372.0","1","5"
"112","515","9.0","11","5"
"111","516","1.0","15","6"
"111","517","3.0","16","5"
"321","518","53.0","5","5"
"332","519","73.0","3","5"
"144","520","7.0","1","5"
"111","521","16.0","29","6"
"111","522","4.0","12","5"
"332","523","64.0","2","5"
"112","524","1.0","8","5"
"311","525","114.0","6","6"
"232","526","23.0","3","5"
"232","527","31.0","3","5"
"132","528","11.0","2","5"
"232","529","39.0","3","5"
"444","530","357.0","1","5"
"333","531","55.0","2","5"
"332","532","58.0","3","5"
"332","533","138.0","3","5"
"332","534","80.0","3","5"
"132","535","9.0","2","5"
"433","536","254.0","2","5"
"443","537","291.0","1","5"
"343","538","99.0","1","5"
"233","539","31.0","2","5"
"211","540","32.0","18","5"
"121","541","14.0","5","5"
"332","542","64.0","2","5"
"111","543","9.0","28","6"
"443","544","212.0","1","5"
"322","545","64.0","4","5"
"234","546","25.0","3","5"
"444","547","250.0","1","5"
"443","548","254.0","1","5"
"344","549","72.0","1","5"
"443","550","191.0","1","5"
"122","551","13.0","4","5"
"444","552","373.0","1","5"
"233","553","24.0","3","5"
"344","554","82.0","1","5"
"133","555","10.0","2","5"
"111","556","1.0","27","6"
"444","557","192.0","1","5"
"444","558","267.0","1","5"
"342","559","130.0","1","5"
"122","560","1.0","4","5"
"111","561","1.0","43","6"
"124","562","4.0","5","5"
"444","563","179.0","1","5"
"111","564","1.0","21","4"
"311","565","126.0","10","6"
"133","566","4.0","2","5"
"434","567","158.0","3","5"
"111","568","3.0","118","3"
"111","569","9.0","18","6"
"233","570","21.0","2","5"
"313","571","71.0","6","5"
"411","572","267.0","13","6"
"211","573","21.0","16","5"
"344","574","71.0","1","5"
"211","575","33.0","14","6"
"111","576","1.0","41","4"
"344","577","99.0","1","5"
"444","578","234.0","1","5"
"111","579","1.0","27","6"
"244","580","40.0","1","5"
"112","581","3.0","6","5"
"334","582","129.0","2","5"
"222","583","44.0","5","5"
"443","584","373.0","1","5"
"122","585","3.0","5","5"
"212","586","31.0","8","5"
"111","587","1.0","40","6"
"111","588","9.0","14","5"
"333","589","117.0","2","5"
"212","590","22.0","8","5"
"212","591","20.0","7","5"
"444","592","239.0","1","5"
"434","593","269.0","2","5"
"332","594","94.0","2","5"
"331","595","90.0","3","6"
"111","596","5.0","10","5"
"344","597","78.0","1","5"
"344","598","94.0","1","5"
"222","599","23.0","4","5"
"444","600","262.0","1","5"
"434","601","274.0","2","5"
"311","602","73.0","7","5"
"441","603","197.0","1","5"
"211","604","50.0","11","5"
"111","605","11.0","9","6"
"212","606","22.0","6","5"
"111","607","16.0","8","6"
"333","608","108.0","3","5"
"311","609","85.0","6","5"
"243","610","19.0","1","5"
"444","611","333.0","1","5"
"223","612","40.0","5","5"
"244","613","26.0","1","5"
"122","614","10.0","4","5"
"211","615","29.0","17","5"
"121","616","14.0","4","5"
"432","617","203.0","2","5"
"143","618","6.0","1","5"
"444","619","144.0","1","5"
"222","620","33.0","4","5"
"221","621","49.0","5","5"
"322","622","95.0","4","5"
"122","623","9.0","5","5"
"244","624","22.0","1","5"
"444","625","313.0","1","5"
"321","626","122.0","5","5"
"232","627","46.0","2","5"
"433","628","282.0","2","5"
"222","629","19.0","4","5"
"222","630","36.0","5","5"
"332","631","64.0","2","5"
"244","632","27.0","1","5"
"123","633","8.0","5","5"
"133","634","4.0","2","5"
"131","635","16.0","3","5"
"243","636","46.0","1","5"
"344","637","65.0","1","5"
"211","638","26.0","11","6"
"244","639","45.0","1","5"
"111","640","8.0","9","6"
"111","641","15.0","12","5"
"444","642","268.0","1","5"
"222","643","40.0","5","5"
"444","644","337.0","1","5"
"144","645","11.0","1","5"
"234","646","19.0","2","5"
"332","647","95.0","2","5"
"344","648","61.0","1","5"
"344","649","136.0","1","5"
"121","650","11.0","4","5"
"111","651","10.0","8","5"
"111","652","4.0","39","6"
"222","653","19.0","4","5"
"122","654","10.0","4","5"
"134","655","15.0","2","5"
"312","656","59.0","7","5"
"211","657","30.0","11","6"
"343","658","94.0","1","5"
"132","659","10.0","3","5"
"122","660","9.0","4","5"
"312","661","57.0","6","5"
"443","662","268.0","1","5"
"324","663","122.0","5","5"
"344","664","127.0","1","5"
"322","665","78.0","4","5"
"432","666","240.0","2","5"
"434","667","200.0","2","5"
"331","668","60.0","3","5"
"111","669","3.0","8","6"
"444","670","273.0","1","5"
"444","671","202.0","1","5"
"343","672","81.0","1","5"
"444","673","226.0","1","5"
"111","674","4.0","15","5"
"112","675","13.0","7","5"
"333","676","74.0","2","5"
"434","677","212.0","2","5"
"232","678","25.0","3","5"
"122","679","11.0","5","5"
"443","680","262.0","1","5"
"322","681","96.0","4","5"
"334","682","112.0","3","5"
"443","683","203.0","1","5"
"344","684","93.0","1","5"
"343","685","51.0","1","5"
"211","686","18.0","7","5"
"223","687","18.0","4","5"
"333","688","125.0","2","5"
"332","689","92.0","3","5"
"432","690","157.0","2","5"
"133","691","4.0","3","5"
"144","692","14.0","1","5"
"132","693","12.0","3","5"
"344","694","62.0","1","5"
"343","695","61.0","1","5"
"432","696","269.0","2","5"
"444","697","263.0","1","5"
"111","698","1.0","35","6"
"321","699","53.0","5","5"
"111","700","11.0","19","6"
"111","701","3.0","27","6"
"211","702","18.0","15","5"
"111","703","1.0","17","6"
"443","704","366.0","1","5"
"234","705","37.0","2","5"
"234","706","31.0","2","5"
"344","707","113.0","1","5"
"333","708","64.0","2","5"
"124","709","16.0","4","5"
"243","710","41.0","1","5"
"334","711","64.0","2","5"
"332","712","122.0","3","5"
"212","713","18.0","6","5"
"334","714","60.0","2","5"
"434","715","323.0","2","5"
"221","716","23.0","4","5"
"443","717","156.0","1","5"
"233","718","39.0","2","5"
"432","719","190.0","2","5"
"434","720","360.0","2","5"
"344","721","137.0","1","5"
"121","722","8.0","4","5"
"143","723","1.0","1","5"
"444","724","268.0","1","5"
"433","725","165.0","2","5"
"323","726","104.0","4","5"
"444","727","155.0","1","5"
"443","728","351.0","1","5"
"111","729","4.0","10","5"
"344","730","120.0","1","5"
"222","731","23.0","4","5"
"122","732","7.0","5","5"
"112","733","9.0","6","5"
"133","734","4.0","2","5"
"222","735","22.0","5","5"
"123","736","2.0","4","5"
"221","737","37.0","5","6"
"311","738","64.0","9","5"
"133","739","1.0","3","5"
"111","740","5.0","36","6"
"312","741","70.0","6","5"
"333","742","72.0","2","5"
"144","743","17.0","1","5"
"122","744","3.0","5","5"
"211","745","32.0","12","6"
"342","746","82.0","1","5"
"211","747","39.0","9","6"
"442","748","316.0","1","5"
"222","749","32.0","4","5"
"332","750","93.0","3","5"
"143","751","14.0","1","5"
"331","752","82.0","3","5"
"342","753","77.0","1","5"
"433","754","154.0","3","5"
"442","755","201.0","1","5"
"211","756","45.0","7","6"
"442","757","261.0","1","5"
"433","758","173.0","2","5"
"331","759","68.0","3","5"
"433","760","277.0","2","5"
"343","761","70.0","1","5"
"344","762","64.0","1","5"
"144","763","11.0","1","5"
"132","764","16.0","3","5"
"343","765","66.0","1","5"
"133","766","8.0","2","5"
"342","767","71.0","1","5"
"342","768","122.0","1","5"
"342","769","80.0","1","5"
"443","770","257.0","1","5"
"443","771","269.0","1","5"
"333","772","59.0","2","5"
"121","773","3.0","5","5"
"232","774","18.0","2","5"
"334","775","67.0","2","5"
"131","776","9.0","3","5"
"244","777","50.0","1","5"
"433","778","257.0","2","5"
"434","779","354.0","2","5"
"432","780","366.0","2","5"
"343","781","90.0","1","5"
"331","782","61.0","3","5"
"332","783","81.0","2","5"
"332","784","99.0","3","5"
"233","785","26.0","3","5"
"211","786","21.0","7","6"
"444","787","281.0","1","5"
"211","788","31.0","9","6"
"443","789","330.0","1","5"
"333","790","121.0","3","5"
"132","791","11.0","3","5"
"343","792","75.0","1","5"
"444","793","204.0","1","5"
"111","794","2.0","10","5"
"443","795","185.0","1","5"
"222","796","22.0","4","5"
"312","797","73.0","6","5"
"443","798","192.0","1","5"
"333","799","127.0","2","5"
"244","800","18.0","1","5"
"134","801","1.0","2","5"
"333","802","74.0","3","5"
"111","803","2.0","81","4"
"112","804","9.0","7","5"
"344","805","107.0","1","5"
"332","806","134.0","3","5"
"232","807","44.0","2","5"
"133","808","5.0","2","5"
"111","809","12.0","23","6"
"344","810","64.0","1","5"
"324","811","135.0","4","5"
"231","812","40.0","3","5"
"331","813","51.0","2","5"
"331","814","108.0","3","5"
"111","815","1.0","12","6"
"233","816","19.0","3","5"
"144","817","10.0","1","5"
"122","818","11.0","4","5"
"222","819","19.0","4","5"
"332","820","67.0","2","5"
"333","821","74.0","2","5"
"111","822","5.0","9","6"
"144","823","2.0","1","5"
"111","824","14.0","7","5"
"444","825","255.0","1","5"
"343","826","92.0","1","5"
"222","827","23.0","4","5"
"111","828","17.0","10","5"
"244","829","24.0","1","5"
"211","830","27.0","6","5"
"211","831","26.0","6","5"
"433","832","259.0","2","5"
"433","833","166.0","2","5"
"222","834","25.0","4","5"
"211","835","18.0","7","5"
"111","836","7.0","22","6"
"234","837","29.0","2","5"
"232","838","39.0","3","5"
"434","839","183.0","2","5"
"342","840","58.0","1","5"
"333","841","100.0","2","5"
"132","842","11.0","2","5"
"111","843","2.0","41","6"
"334","844","99.0","2","5"
"121","845","1.0","4","5"
"333","846","61.0","3","5"
"444","847","236.0","1","5"
"422","848","191.0","4","5"
"422","849","179.0","4","5"
"212","850","38.0","8","5"
"434","851","198.0","3","5"
"211","852","46.0","8","5"
"444","853","232.0","1","5"
"344","854","66.0","1","5"
"443","855","241.0","1","5"
"443","856","233.0","1","5"
"332","857","78.0","3","5"
"333","858","58.0","3","5"
"111","859","17.0","17","6"
"323","860","105.0","4","5"
"312","861","52.0","10","5"
"332","862","136.0","3","5"
"433","863","275.0","2","5"
"443","864","312.0","1","5"
"111","865","8.0","6","5"
"133","866","11.0","3","5"
"433","867","283.0","3","5"
"212","868","18.0","7","5"
"222","869","23.0","4","5"
"432","870","243.0","2","5"
"134","871","17.0","3","5"
"344","872","71.0","1","5"
"343","873","64.0","1","5"
"311","874","68.0","8","6"
"433","875","312.0","3","5"
"121","876","3.0","4","5"
"444","877","244.0","1","5"
"112","878","9.0","7","5"
"121","879","1.0","5","5"
"444","880","261.0","1","5"
"344","881","127.0","1","5"
"344","882","74.0","1","5"
"322","883","73.0","4","5"
"232","884","21.0","3","5"
"321","885","60.0","5","5"
"342","886","86.0","1","5"
"234","887","50.0","2","5"
"311","888","59.0","8","5"
"132","889","1.0","3","5"
"244","890","30.0","1","5"
"211","891","33.0","6","6"
"222","892","41.0","5","5"
"133","893","15.0","2","5"
"211","894","34.0","8","5"
"333","895","79.0","2","5"
"433","896","205.0","2","5"
"244","897","34.0","1","5"
"434","898","183.0","3","5"
"111","899","2.0","43","6"
"111","900","1.0","7","5"
"212","901","43.0","7","5"
"323","902","86.0","4","5"
"234","903","40.0","2","5"
"133","904","12.0","3","5"
"332","905","96.0","2","5"
"212","906","26.0","8","5"
"444","907","319.0","1","5"
"311","908","66.0","16","6"
"321","909","74.0","4","6"
"233","910","28.0","2","5"
"123","911","6.0","4","5"
"144","912","7.0","1","5"
"444","913","216.0","1","5"
"331","914","82.0","3","5"
"332","915","84.0","2","5"
"423","916","144.0","5","5"
"234","917","19.0","2","5"
"232","918","41.0","2","5"
"444","919","173.0","1","5"
"133","920","17.0","2","5"
"444","921","243.0","1","5"
"111","922","13.0","12","5"
"442","923","206.0","1","5"
"233","924","50.0","2","5"
"222","925","23.0","5","5"
"111","926","10.0","20","6"
"221","927","25.0","5","5"
"133","928","15.0","2","5"
"444","929","309.0","1","5"
"442","930","156.0","1","5"
"444","931","307.0","1","5"
"233","932","32.0","3","5"
"111","933","16.0","13","5"
"133","934","15.0","2","5"
"111","935","11.0","7","5"
"332","936","65.0","3","5"
"224","937","36.0","4","5"
"311","938","108.0","6","5"
"343","939","53.0","1","5"
"132","940","6.0","2","5"
"234","941","47.0","2","5"
"111","942","1.0","33","6"
"444","943","312.0","1","5"
"232","944","45.0","2","5"
"343","945","65.0","1","5"
"244","946","26.0","1","5"
"234","947","29.0","3","5"
"242","948","40.0","1","5"
"112","949","12.0","9","5"
"322","950","89.0","4","5"
"222","951","24.0","4","5"
"433","952","313.0","2","5"
"233","953","40.0","3","5"
"444","954","174.0","1","5"
"344","955","117.0","1","5"
"212","956","31.0","7","5"
"444","957","253.0","1","5"
"311","958","59.0","7","5"
"211","959","23.0","11","6"
"111","960","5.0","11","5"
"311","961","100.0","12","5"
"211","962","25.0","6","5"
"222","963","33.0","5","5"
"342","964","68.0","1","5"
"212","965","37.0","6","5"
"332","966","52.0","3","5"
"144","967","16.0","1","5"
"342","968","74.0","1","5"
"443","969","216.0","1","5"
"233","970","31.0","3","5"
"121","971","9.0","5","5"
"344","972","120.0","1","5"
"121","973","10.0","5","5"
"433","974","257.0","2","5"
"111","975","17.0","7","5"
"234","976","35.0","2","5"
"232","977","46.0","3","5"
"211","978","43.0","6","5"
"332","979","114.0","2","5"
"433","980","165.0","2","5"
"133","981","11.0","2","5"
"111","982","10.0","7","5"
"432","983","197.0","3","5"
"312","984","86.0","7","5"
"444","985","179.0","1","5"
"334","986","60.0","3","5"
"443","987","149.0","1","5"
"111","988","3.0","29","6"
"334","989","51.0","2","5"
"343","990","75.0","1","5"
"414","991","301.0","6","5"
"233","992","19.0","2","5"
"433","993","151.0","2","5"
"444","994","152.0","1","5"
"121","995","1.0","5","5"
