user_id,treatment,estimated_cate
U0000182,1,2.7929999079712644
U0000183,0,4.164812642583556
U0000184,0,2.8414072133085533
U0000185,0,3.406305946011271
U0000186,1,4.968214481416894
U0000187,1,1.4354292244656257
U0000188,1,3.5131793770338433
U0000189,1,3.1950990685739127
U0000190,0,0.8094360409967258
U0000191,1,1.1931844160801504
U0000192,1,3.039115123313156
U0000193,0,1.2090213742757765
U0000194,0,5.465535204440208
U0000195,1,4.114163424034292
U0000196,0,2.433340569575961
U0000197,1,3.308112704186497
U0000198,0,4.197676759474001
U0000199,0,2.192992135232288
U0000200,1,4.298415090430261
U0000201,1,0.7038668781694142
U0000202,0,1.0503153207699008
U0000203,1,2.0250260804326032
U0000204,1,6.853531517275664
U0000205,1,0.5046285768041443
U0000206,0,1.771729773598274
U0000207,1,0.16932420361608358
U0000208,0,3.1315140288476577
U0000209,1,4.464200496655563
U0000210,0,4.398103423242988
U0000211,0,1.7819413226327576
U0000212,1,4.396308936251973
U0000213,1,3.365041622164206
U0000214,0,2.9897274612237936
U0000215,1,3.425597667777982
U0000216,1,2.0028650181749725
U0000217,1,1.475779789595581
U0000218,0,2.9826572600454195
U0000219,1,1.374224608921395
U0000220,0,2.946671386164926
U0000221,0,4.406814810168498
U0000222,0,-0.11630508443546894
U0000223,1,2.2156620555035325
U0000224,0,2.886837641391079
U0000225,1,3.178053448046281
U0000226,0,0.7869207221327201
U0000227,1,1.793794034798907
U0000228,0,3.2719702931031875
U0000229,1,4.196316425930895
U0000230,0,2.664295347204643
U0000231,0,0.6772047768456897
U0000232,1,-1.1081568012350722
U0000233,1,2.336578172918152
U0000234,1,3.5262240761724755
U0000235,0,2.1583671093699692
U0000236,1,4.07317581718312
U0000237,0,3.8709178937199376
U0000238,0,2.1255994933292293
U0000239,0,-0.38543024414433624
U0000240,0,1.344960189760382
U0000241,0,2.6545758398804544
U0000242,0,2.681198814597753
U0000243,1,2.5611039603022316
U0000244,1,1.5772347309233332
U0000245,0,2.601100957632722
U0000246,1,2.5565083823740835
U0000247,1,3.0922172272445287
U0000248,0,3.8861437239327508
U0000249,1,4.15965273834934
U0000250,1,1.2830567827425696
U0000251,1,3.605336486720635
U0000252,0,3.3035870072026867
U0000253,0,-0.2027076134051704
U0000254,1,3.3952807486848062
U0000255,0,2.3933457503191065
U0000256,0,3.4911834313727326
U0000257,1,1.733508171525969
U0000258,1,0.6776256343422915
U0000259,0,3.841484075003134
U0000260,1,0.24246815593929583
U0000261,0,0.5971102824067387
U0000262,1,1.4395344817284972
U0000263,0,3.570973645227162
U0000264,1,2.1844157157385347
U0000265,0,1.336682530242772
U0000266,0,-0.010975908569589521
U0000267,0,0.11685243593680994
U0000268,1,4.037290672254649
U0000269,1,2.1991522835324524
U0000270,1,4.692791611457931
U0000271,0,3.4093053127168886
U0000272,0,2.8680191147395746
U0000273,1,4.653463308971986
U0000274,1,4.145348903996236
U0000275,1,2.828922141282476
U0000276,0,3.94812526719204
U0000277,0,3.959189410458194
U0000278,0,2.1943656241464886
U0000279,1,3.9511151434376757
U0000280,0,2.7124830148307773
U0000281,1,2.137037975985818
U0000282,0,2.857868036357363
U0000283,0,2.5661946580942416
U0000284,0,3.1607797987778454
U0000285,1,2.290337023874004
U0000286,0,2.4248080054407595
U0000287,1,2.4440253908480187
U0000288,0,2.7157126517422796
U0000289,1,4.4848944224681215
U0000290,1,3.825915546844982
U0000291,1,1.1914484485341994
U0000292,1,-2.3076411531987375
U0000293,0,1.6010636264347582
U0000294,0,3.5219149628404196
U0000295,0,2.1452800285705678
U0000296,1,2.390027235628782
U0000297,0,0.3645566561982889
U0000298,1,2.5964612839096866
U0000299,1,2.256342200135668
U0000300,0,1.7238196757925657
U0000301,0,4.9938769988576475
U0000302,1,1.691666268976375
U0000303,0,-1.7170291495242438
U0000304,0,2.0400512533300326
U0000305,1,1.3417993270332182
U0000306,0,2.6065012216965986
U0000307,0,4.555177225509844
U0000308,0,1.3318405358381256
U0000309,0,-0.38779013236081283
U0000310,1,2.808931325285254
U0000311,0,0.28097381380874964
U0000312,1,1.9900928375387181
U0000313,0,1.7451325446608426
U0000314,1,4.335673600753017
U0000315,1,3.1802073496872296
U0000316,0,3.967680562587976
U0000317,1,4.0468337447559275
U0000318,0,4.61497221699114
U0000319,0,3.912769854112902
U0000320,1,4.3262030450883895
U0000321,1,6.193051134213068
U0000322,1,4.450077232059392
U0000323,1,4.628322731622909
U0000324,0,3.3225542717704855
U0000325,1,1.4713590968537993
U0000326,1,3.7213904814680703
U0000327,1,1.2105621725158784
U0000328,0,1.570099842978319
U0000329,1,3.961055474480167
U0000330,1,3.6362037930127222
U0000331,1,4.343441893908587
U0000332,0,4.1666613285434
U0000333,1,2.5062454693419394
U0000334,1,2.4808171931513296
U0000335,1,2.786147507931503
U0000336,1,2.0942306944342155
U0000337,1,3.8512593453969224
U0000338,0,0.6495760811991733
U0000339,1,-3.0667127295804484
U0000340,0,1.5081261421130119
U0000341,1,1.8304319674814913
U0000342,0,3.9490710352237848
U0000343,1,2.9146206248058437
U0000344,1,3.33821530759257
U0000345,1,2.6844205255686866
U0000346,0,1.5090477350271705
U0000347,1,2.994188720718398
U0000348,1,1.9050515319039931
U0000349,1,3.9086862645436007
U0000350,1,1.1963854454119467
U0000351,0,1.925760075675882
U0000352,0,4.612538919330214
U0000353,1,6.344726848165303
U0000354,0,5.078678253384382
U0000355,1,3.6832130306544784
U0000356,0,2.793861600616033
U0000357,1,0.41114943667080084
U0000358,1,2.0049441798616385
U0000359,0,2.7407413745837133
U0000360,1,4.977674202837434
U0000361,0,2.0439084886580794
U0000362,1,5.113456527970257
U0000363,1,1.298578884173665
U0000364,1,1.7805971764656157
U0000365,1,2.7659484587291967
U0000366,0,3.991670992754205
U0000367,0,1.0586136033746012
U0000368,0,2.6350676391863708
U0000369,1,2.1909363163938984
U0000370,0,1.7949038679239742
U0000371,0,3.6565711567731345
U0000372,1,2.1777642445665517
U0000373,1,3.7674249465380925
U0000374,1,3.1287387716449615
U0000375,0,4.618421675055128
U0000376,0,-0.8308946975709866
U0000377,0,-0.5668323986810968
U0000378,1,0.8557504944384924
U0000379,0,2.4657138563431786
U0000380,0,1.9435444223463385
U0000381,0,5.101026280734828
U0000382,0,1.9041916279182995
U0000383,1,1.0192456112394694
U0000384,0,3.9940277028713496
U0000385,0,2.1857309092850805
U0000386,0,3.9484573018538462
U0000387,0,4.170378260288757
U0000388,0,1.6722054350559663
U0000389,0,2.521179841969463
U0000390,1,0.5019608802130335
U0000391,0,3.34347359332639
U0000392,0,3.8727976112984432
U0000393,0,3.8247824646227997
U0000394,0,2.752317991518513
U0000395,0,4.817578033205326
U0000396,0,0.1830422403300176
U0000397,0,2.4401944067559125
U0000398,0,2.972701592679904
U0000399,0,2.0867352149788623
U0000400,0,4.9278258497688725
U0000401,0,1.803735852296672
U0000402,1,2.9619715884054294
U0000403,1,3.412173200955376
U0000404,0,0.6898484025849108
U0000405,1,7.341940875720486
U0000406,1,1.0725204368644725
U0000407,0,2.9124049509548833
U0000408,0,0.00363114462001235
U0000409,1,1.000655948456206
U0000410,0,0.7671323078401251
U0000411,0,0.6702219477631672
U0000412,1,3.525340565585429
U0000413,1,3.1279050498956007
U0000414,0,3.1997471619132654
U0000415,0,1.7201638491483688
U0000416,0,2.319406720787825
U0000417,0,1.636429631300448
U0000418,1,4.551908825346109
U0000419,1,2.8911957702698423
U0000420,1,1.9467334934943015
U0000421,0,3.5638486829878673
U0000422,0,2.463151979132375
U0000423,0,2.579285569364206
U0000424,0,-1.660186242761025
U0000425,0,1.7768368671646115
U0000426,1,2.2113647051196406
U0000427,0,2.733541298571474
U0000428,1,4.839370177835175
U0000429,0,3.4257811864922694
U0000430,1,3.037440756678178
U0000431,1,4.538386467797626
U0000432,1,3.4946413257367084
U0000433,1,-1.7313565551281478
U0000434,0,1.6218696079471187
U0000435,1,2.0801381532849685
U0000436,1,2.972338320539274
U0000437,1,1.2306951587622947
U0000438,1,4.995099134941263
U0000439,0,-0.09707189581209974
U0000440,0,2.1447243613865314
U0000441,1,-1.4393920542876657
U0000442,1,0.683475780576444
U0000443,1,2.1382246083572625
U0000444,1,2.7622783888864966
U0000445,0,0.593625864883478
U0000446,0,2.533998685135078
U0000447,0,2.8079288843726182
U0000448,0,1.5411255594762547
U0000449,1,4.906029296477696
U0000450,0,4.307009091212773
U0000451,1,4.734565663895928
U0000452,0,3.352576228509271
U0000453,1,2.2538918757366098
U0000454,1,2.0020616748534916
U0000455,1,-1.3731047709767452
U0000456,1,4.716385148410179
U0000457,1,3.6774283393330194
U0000458,1,0.9762439994868082
U0000459,0,2.413104639160764
U0000460,1,4.380397135326337
U0000461,0,2.410333741785095
U0000462,0,3.111045222661943
U0000463,0,4.056573260884228
U0000464,0,3.329563377347938
U0000465,1,0.3443705535654047
U0000466,0,2.9290987985039756
U0000467,1,0.18159354257875293
U0000468,1,3.6602371076419082
U0000469,1,0.3722806797883429
U0000470,0,7.541546908624216
U0000471,1,0.7238453591317278
U0000472,1,1.9197009355293488
U0000473,0,6.400258638266266
U0000474,1,2.3757827682883814
U0000475,1,2.393110199801736
U0000476,0,2.885385683484566
U0000477,1,1.784590399910769
U0000478,1,1.3883230692430182
U0000479,0,2.573241072132717
U0000480,1,1.7409562478503826
U0000481,0,1.8013046505563572
U0000482,1,4.832002865530903
U0000483,0,1.228119832242804
U0000484,1,1.847756381835918
U0000485,1,10.058334034464501
U0000486,1,1.4631172154545133
U0000487,1,2.678358913487987
U0000488,1,2.9541693531868205
U0000489,0,4.642696157700289
U0000490,1,3.526103562336223
U0000491,0,1.1762047602309558
U0000492,1,3.327740092344275
U0000493,1,1.9408939203573468
U0000494,1,2.490763069747377
U0000495,1,0.4487397156017856
U0000496,0,-0.6257896727749639
U0000497,0,2.9101480079458835
U0000498,1,2.4286711345131984
U0000499,1,5.2273963115316775
U0000500,1,3.715001689176068
U0000501,0,0.6051385679207755
U0000502,1,5.460140805230388
U0000503,0,2.9219017957553053
U0000504,0,3.3242619176717607
U0000505,0,2.3198064371752807
U0000506,0,1.5644678174951618
U0000507,0,4.815186701951564
U0000508,0,2.752277615142731
U0000509,1,2.7932471642572807
U0000510,0,3.952705702096466
U0000511,0,3.4621055479908662
U0000512,0,2.7521612622963794
U0000513,0,5.432963479803842
U0000514,1,3.502253615179704
U0000515,1,-1.6322334364600515
U0000516,1,1.9277832506556614
U0000517,1,3.7343011591194912
U0000518,1,1.9272286389130393
U0000519,0,2.8599120023737186
U0000520,1,1.7643576946962156
U0000521,1,2.6538544292949027
U0000522,0,-0.5740757969809422
U0000523,0,1.6503326512608414
U0000524,1,2.7793134159835944
U0000525,0,0.8329078962580887
U0000526,0,2.1816941535863315
U0000527,1,3.244366614229989
U0000528,1,-1.2546210256041164
U0000529,0,4.348754765981546
U0000530,0,4.408033205490568
U0000531,1,4.035041536545048
U0000532,0,1.8193834691032507
U0000533,0,3.306667769771222
U0000534,1,3.1122117778762863
U0000535,1,2.002042240357598
U0000536,1,3.096991677663416
U0000537,1,2.0358091616221365
U0000538,0,3.295488027378191
U0000539,0,1.6549150969567634
U0000540,1,3.813319528210606
U0000541,1,0.3450135785190831
U0000542,0,3.5517789261036086
U0000543,1,-2.7820004678217565
U0000544,0,2.190316220972951
U0000545,1,2.6967129309910423
U0000546,0,2.8366993949906565
U0000547,1,4.6773408884757615
U0000548,0,4.444323744002709
U0000549,1,4.299450159433858
U0000550,1,1.6892773538916508
U0000551,0,2.890108549484573
U0000552,0,2.6182969791582558
U0000553,0,0.4676955638019962
U0000554,1,1.0634284990156289
U0000555,0,0.7862132902569456
U0000556,1,3.3833451847292757
U0000557,1,4.800947065224712
U0000558,1,3.2257308647275345
U0000559,1,2.758145334904892
U0000560,1,0.8648706327973592
U0000561,0,3.1886438686386747
U0000562,1,3.9432859045804243
U0000563,0,0.8920376982776617
U0000564,0,0.36451156408480045
U0000565,1,2.7807637917441337
U0000566,1,1.3893865909790115
U0000567,1,3.590975282308225
U0000568,1,4.082712228104306
U0000569,1,2.808835926753275
U0000570,0,0.1074958177703067
U0000571,0,1.853463186420889
U0000572,0,2.1262308282436138
U0000573,1,2.5361185824440717
U0000574,1,1.4025747571250573
U0000575,1,3.128672604951035
U0000576,0,1.2181040113507322
U0000577,0,3.200767734477772
U0000578,0,0.4225453104894008
U0000579,0,3.214932509278288
U0000580,1,4.402475886545847
U0000581,1,1.6003115692038712
U0000582,1,3.29645121561234
U0000583,1,4.771067349175816
U0000584,0,1.518230496997127
U0000585,0,3.225150254309243
U0000586,1,-1.5044418728269058
U0000587,0,5.615432891752938
U0000588,1,1.074252794075882
U0000589,0,2.8977096376182363
U0000590,0,2.6249516662654138
U0000591,1,3.6372219791619997
U0000592,0,0.4166041375890952
U0000593,0,0.4859033827511947
U0000594,0,1.9653384948632002
U0000595,0,3.5278056906653923
U0000596,0,2.036932487564112
U0000597,0,2.1910800792322895
U0000598,1,2.1193900428543806
U0000599,1,1.6815900855626964
U0000600,1,3.5548804081429637
U0000601,1,0.30295868378588153
U0000602,0,1.6932141564439327
U0000603,1,1.3256958723273549
U0000604,1,3.045530537718122
U0000605,1,2.7284785228326847
U0000606,1,-1.8561966505967682
U0000607,0,4.000412480146645
U0000608,1,1.90443059131562
U0000609,1,2.1291079896424563
U0000610,1,1.2311092836923816
U0000611,1,3.5892639786949534
U0000612,0,2.3918569723514036
U0000613,1,2.2248955753540294
U0000614,1,5.333713284874452
U0000615,0,1.4325718115477457
U0000616,1,0.948277091882364
U0000617,0,4.1751003293786155
U0000618,0,2.805996656613475
U0000619,1,0.9400375085532158
U0000620,1,3.484030421862169
U0000621,1,3.19733530722241
U0000622,1,4.629384538487006
U0000623,0,7.722115436070666
U0000624,1,4.398825281410204
U0000625,1,1.7024322875271771
U0000626,1,2.24630555782187
U0000627,0,3.310579566786597
U0000628,0,3.184929559276469
U0000629,0,3.201814274440853
U0000630,1,3.4521996256586895
U0000631,0,0.8627789349527397
U0000632,0,1.0520357746675728
U0000633,0,-3.272515243163669
U0000634,0,4.292697498745685
U0000635,1,0.6160306553476502
U0000636,1,2.4327262695751166
U0000637,0,1.3688448893502212
U0000638,0,3.084564858784141
U0000639,0,5.443545658060653
U0000640,0,1.6934889380509617
U0000641,1,3.1498882783666318
U0000642,1,4.510345882743955
U0000643,1,2.9258589703624835
U0000644,0,1.1871206786182764
U0000645,1,0.4798326560676802
U0000646,1,2.011523869937566
U0000647,0,2.0165793336705278
U0000648,0,2.143538004986283
U0000649,0,3.9756334180522037
U0000650,0,1.2698048818488985
U0000651,1,3.5219282274599966
U0000652,0,3.819858579759128
U0000653,1,3.477576083626662
U0000654,1,2.3706608086000927
U0000655,0,1.351792850598244
U0000656,1,3.7970441869347127
U0000657,0,1.8310325619553751
U0000658,1,2.2810887664006927
U0000659,1,3.1363771927227404
U0000660,0,2.1991880890422255
U0000661,0,2.033010801864936
U0000662,0,5.081785665539449
U0000663,0,1.2379678107110959
U0000664,1,3.174100823356941
U0000665,0,3.2306057481609205
U0000666,1,4.480101290394128
U0000667,0,2.9436347567903347
U0000668,1,-0.7264332785528467
U0000669,0,3.37830146360859
U0000670,1,4.77242087668192
U0000671,1,1.4923816465468605
U0000672,1,3.1463846074475956
U0000673,1,5.1902599485106045
U0000674,0,3.375097709221688
U0000675,1,-0.4610402362429724
U0000676,1,2.8141375759979823
U0000677,0,3.7770529408576508
U0000678,1,3.9582680443455214
U0000679,1,-0.09502410031693209
U0000680,0,3.4532893931372186
U0000681,1,2.434780229004886
U0000682,1,2.5133959733664426
U0000683,0,3.3416644584367994
U0000684,0,1.29430222975218
U0000685,0,1.7852980468308743
U0000686,0,-1.299889341129024
U0000687,0,4.764379622757204
U0000688,0,2.797241052740265
U0000689,0,1.8400330022803661
U0000690,0,1.4078705683425454
U0000691,0,5.092981427829326
U0000692,0,4.183296880269015
U0000693,1,2.7398876062406057
U0000694,0,3.1033558338453453
U0000695,1,3.241910141670207
U0000696,1,4.613655766509055
U0000697,1,2.370276654507567
U0000698,0,2.7071243569116348
U0000699,1,2.741702004638327
U0000700,0,1.8678277441417421
U0000701,0,4.036359102859333
U0000702,0,1.4127419392228333
U0000703,0,2.041121641886706
U0000704,0,2.789924371568162
U0000705,0,3.0701246700735005
U0000706,0,3.564283497728713
U0000707,0,2.026687965923472
U0000708,1,0.7456449526541
U0000709,0,3.6058382810860614
U0000710,0,2.6918079168266456
U0000711,0,2.9153999844921046
U0000712,1,1.3183672762646008
U0000713,1,3.7059772336778884
U0000714,1,3.9072289148573454
U0000715,0,4.4888111582157935
U0000716,0,4.864992151318674
U0000717,1,1.8613379170880044
U0000718,0,3.533280759717023
U0000719,0,2.900708308481981
U0000720,1,1.916967007953163
U0000721,1,1.8184071799644261
U0000722,0,1.773506072792756
U0000723,1,2.9840573353106983
U0000724,1,3.5373979548943595
U0000725,0,1.25059018249571
U0000726,0,1.8392868956516537
U0000727,1,4.194969729360658
U0000728,1,0.6598855839812501
U0000729,1,2.2015241461220043
U0000730,0,2.419419789547341
U0000731,1,2.0382130608289017
U0000732,0,2.849510026725703
U0000733,0,2.8656406999293687
U0000734,1,-0.9558033345343624
U0000735,1,1.520700056823852
U0000736,0,3.6489350700960195
U0000737,1,3.848533671459837
U0000738,1,4.097210291520689
U0000739,1,5.048868979691196
U0000740,0,0.9799442115280144
U0000741,0,3.6702653075884797
U0000742,1,5.003787688668018
U0000743,0,3.4655335072961257
U0000744,1,2.219622635557423
U0000745,0,5.106497187681047
U0000746,0,5.148022513353801
U0000747,0,3.5737043237667976
U0000748,1,3.8457509075149297
U0000749,0,2.1478774232434397
U0000750,0,2.423306393560587
U0000751,1,2.929917421435974
U0000752,0,1.6655889819951284
U0000753,0,3.4957845718773015
U0000754,0,1.402079079720167
U0000755,0,2.609950217717369
U0000756,0,2.579467167711332
U0000757,0,2.162717985426255
U0000758,0,2.097911691869335
U0000759,1,-0.5048404174942434
U0000760,1,4.646063923540742
U0000761,0,2.2699987111517377
U0000762,0,0.43271851981693743
U0000763,1,-0.6498755665099587
U0000764,1,1.8244374246642039
U0000765,0,1.9839500112815287
U0000766,1,2.3638370440095002
U0000767,0,3.466430708962296
U0000768,0,0.7159513493551799
U0000769,1,1.4620809253125486
U0000770,1,-0.46827641140499665
U0000771,1,3.4161062908957334
U0000772,0,1.8238609924122144
U0000773,0,2.6664292175453195
U0000774,1,2.8801878564485115
U0000775,1,2.5460272466537965
U0000776,1,2.103801542867931
U0000777,1,3.413909874376701
U0000778,1,4.736329126538092
U0000779,0,3.383298403249352
U0000780,1,2.8091977068016973
U0000781,1,1.4136590305995824
U0000782,1,2.0989395129885438
U0000783,0,2.5894550059830514
U0000784,0,1.2404637578684294
U0000785,1,2.711175316476588
U0000786,0,1.759866183205009
U0000787,1,5.092521233808959
U0000788,1,4.974141358262813
U0000789,0,1.4658426452481752
U0000790,0,2.152424352772073
U0000791,1,2.4948458760743613
U0000792,0,2.928749422106023
U0000793,0,5.760273508357972
U0000794,1,2.470736915283249
U0000795,1,-1.4729876293746536
U0000796,0,1.5814453439221516
U0000797,1,1.6719871806186788
U0000798,0,2.579875224138245
U0000799,1,0.912726699842203
U0000800,0,2.816139384527551
U0000801,1,4.822762844708432
U0000802,1,2.689186647210491
U0000803,1,3.0895141673265947
U0000804,0,2.460423277447923
U0000805,1,2.08079952483215
U0000806,0,-3.1563481249139045
U0000807,1,2.0946792706711204
U0000808,1,4.288976672996345
U0000809,0,4.749776066379006
U0000810,1,4.258978077102288
U0000811,1,4.3682627532418685
U0000812,0,3.26422493953768
U0000813,0,2.623582980622121
U0000814,0,3.160308837983724
U0000815,1,3.923503314772539
U0000816,1,1.939883502040523
U0000817,0,3.658986984140098
U0000818,1,-0.2537501669250197
U0000819,0,3.775472136634665
U0000820,1,3.1227640397503382
U0000821,0,4.563380891259676
U0000822,1,2.315106232987919
U0000823,1,4.5383108219198185
U0000824,0,6.748798198023408
U0000825,1,3.7169866153945907
U0000826,1,2.7512112975974006
U0000827,1,3.97688508441294
U0000828,1,1.6394951579526094
U0000829,1,0.1930375240949722
U0000830,1,2.7722941745393577
U0000831,0,2.3849273994655604
U0000832,1,1.0448145344329536
U0000833,1,1.963128464803141
U0000834,1,3.011975715838684
U0000835,0,1.8693394623317978
U0000836,0,2.392264047769199
U0000837,0,2.6151860157642233
U0000838,0,4.1161590545752205
U0000839,0,3.5722300323865603
U0000840,0,0.9302196061799854
U0000841,1,2.775833811767651
U0000842,0,4.682182848460545
U0000843,1,2.5541726069894004
U0000844,0,3.3586371178732897
U0000845,1,2.496870838764906
U0000846,0,4.472627046982575
U0000847,0,3.3442071728879945
U0000848,1,4.382937863405729
U0000849,0,4.059952519782584
U0000850,0,2.037698841789709
U0000851,0,2.867399488798018
U0000852,0,3.2830276771182163
U0000853,1,1.8474183814700869
U0000854,1,3.3619347911139865
U0000855,0,3.491954458087587
U0000856,0,1.3443477108207524
U0000857,0,3.397737110001575
U0000858,1,7.178647040394697
U0000859,0,3.376819541567567
U0000860,1,1.4658783323317586
U0000861,1,-0.396171960953966
U0000862,0,1.8918686061379955
U0000863,1,1.4505497731191888
U0000864,0,0.7752270183348067
U0000865,1,1.4764018220630248
U0000866,1,2.935399472019739
U0000867,0,3.8959750215965627
U0000868,0,2.7543633835934784
U0000869,1,1.6060537233468146
U0000870,1,0.6293316558502191
U0000871,1,2.8198159108273657
U0000872,0,2.767622660192931
U0000873,0,0.21748715417525055
U0000874,0,-0.010170814386761151
U0000875,0,0.7497406461740646
U0000876,0,2.197800841207904
U0000877,0,3.816881821255018
U0000878,1,1.4249315100699036
U0000879,0,1.1962136203573124
U0000880,1,3.7634424939279647
U0000881,0,3.5498513659958704
U0000882,0,1.933790996462072
U0000883,1,-0.6073392136340594
U0000884,1,2.491333974088864
U0000885,1,2.1086144360562287
U0000886,0,2.861120544559512
U0000887,1,-1.105891122160564
U0000888,1,2.7791968499152304
U0000889,0,3.9917673233354876
U0000890,0,4.232527636978329
U0000891,1,2.6357131781466876
U0000892,0,6.803940093528187
U0000893,1,4.270718827728086
